number,classNumber,className,numberInClass,1 meanBacteriaarcLength,2 meanBacteriaWholeCurvature,3 minrolcorPointAndMidP10B10,4 minrolcorPointsP10B10,5 minrolcoranglespointpointmiddleP10B10,6 minrolcoranglespointmiddlepointP10B10,7 medianOfTheObjectsSize,8 howMuchWhiteInMaskPercent,9 howManyObjects,10 howManyBacterias,11 meanShiftr25,12 meanShiftr50,13 meanShiftr75,14 meanShiftr100,15 meanShiftr125,16 meanShiftr150,17 meanShiftr175,18 meanShiftr200,19 NewKmeansAndVariance2DForK3,20 NewKmeansAndVariance2DForK6,21 NewKmeansAndVariance2DForK10,22 NewKmeansAndVariance3DForK3,23 NewKmeansAndVariance3DForK6,24 NewKmeansAndVariance3DForK10,25 NewKmeansAndVariance2DForK3weighted,26 NewKmeansAndVariance2DForK6weighted,27 NewKmeansAndVariance2DForK10weighted
1,1,Pi,1,113.4330954,10.00234168,0.1810156696,1.078065717,0.2540829393,0.4203906253,595,0.07781819661,285,642.8436975,261,209,171,133,94,73,59,44,4990.639798,5709.218298,12043.61137,4618.575511,85758.34081,42622.24441,507.8786749,2445.047073,2488.64779
2,1,Pi,2,107.6461657,9.913298399,0.4116024545,0.981311518,0.4650362235,0.4250532517,562,0.08795694987,347,769.2633452,326,238,175,127,89,64,56,43,3553.366669,10146.62342,3735.245716,14585.76588,33647.11023,99926.26961,7.448613054,770.0838341,1909.271632
3,1,Pi,3,112.2453837,10.03551692,0.355859417,1.379122913,0.5019733276,0.4930921068,588,0.09085083008,344,759.4387755,315,235,174,131,97,68,52,43,603.6620797,2916.180743,5960.271457,12872.53766,16131.86968,25897.51101,3331.363527,549.545902,750.9845547
4,1,Pi,4,105.8650985,10.07727343,0.3316864123,1.133941177,0.4766911254,0.308588079,560.5,0.0688285319,294,603.5789474,279,203,142,111,75,59,42,36,1275.582032,4120.158944,5143.136367,17761.55778,18173.57286,145663.0994,195.3209439,638.0728028,6165.409602
5,1,Pi,5,118.5558811,10.05533707,0.4480261587,1.229899124,0.4721625768,0.4856006057,610,0.08595621745,287,692.6098361,270,212,154,116,94,67,46,37,8332.669475,14968.39146,11716.02278,41895.29501,76847.55567,102976.0878,658.2977706,3214.137341,4448.297554
6,1,Pi,6,114.8026176,10.08914473,0.2135666351,1.13381677,0.3998613894,0.4282855094,601,0.0821685791,283,672.0049917,258,207,158,110,92,69,52,39,1704.80354,9583.039689,8008.299671,44392.5277,81536.93016,85530.09715,1155.23919,647.9074067,2301.136176
7,1,Pi,7,105.2611269,10.10749008,0.1582166009,1.015793763,0.2374529976,0.3581839031,538.5,0.08452860514,310,771.5413185,286,217,159,114,81,68,47,37,2173.65939,9270.108857,13235.5185,40536.00271,44824.80538,169333.207,441.8444741,2998.359268,10607.53093
8,1,Pi,8,96.27587698,10.00860746,0.2569378172,1.203734902,0.470708177,0.5231860337,497,0.06639302572,363,656.6096579,332,236,158,118,76,57,45,41,4650.148808,2954.31115,5364.871181,3553.928097,39826.03349,44926.20882,367.4803773,2231.47924,6984.674528
9,1,Pi,9,98.02707193,10.00878658,0.2827686194,1.099922528,0.3951846977,0.4043709127,506.5,0.07543518066,356,732.041461,336,245,176,121,83,60,47,41,3571.063623,2851.309984,10288.01215,73839.63467,13210.46812,40288.29919,1776.095101,3249.219939,8843.121035
10,1,Pi,10,94.8925243,10.03063823,0.3643427777,1.090906732,0.5070316302,0.4658835661,476,0.1268802897,398,1310.172269,354,244,171,126,93,72,54,37,5655.601824,16448.85613,15202.11913,38296.82051,112221.1585,32676.20846,1531.743895,1455.546819,2450.238544
11,1,Pi,11,91.65332457,10.16187444,0.4918834796,0.9882940409,0.7291844499,0.6111514081,434,0.1213739014,410,1374.601382,348,236,165,118,93,66,53,36,3835.419367,4529.6622,10456.57244,28040.95978,43847.56026,36507.13298,1191.624577,5001.996619,7636.553275
12,1,Pi,12,101.4595588,10.10851267,0.3116585628,1.334842977,0.411352077,0.4227120001,501,0.06580240885,330,645.5728543,298,195,125,93,70,47,37,32,1416.407019,4591.750673,5975.987852,24986.17908,35632.25622,101318.9736,1601.253786,4265.791832,4847.874245
13,1,Pi,13,106.7000116,10.16645035,0.3568061652,1.257708144,0.5104048695,0.4933518611,526.5,0.07147664388,310,667.2782526,281,188,129,96,67,50,39,33,7952.75255,10222.28684,6050.548576,63973.94589,95893.45416,173017.103,785.5850865,5196.560077,3979.272871
14,1,Pi,14,106.4906097,10.10350273,0.3297978926,1.186186087,0.5644287984,0.3411507836,552,0.1131081136,421,1007.153986,395,287,191,125,88,71,48,39,4791.859462,7554.782935,5820.696101,7884.311831,17335.70987,50157.58289,98.04579112,4859.623172,6283.405953
15,1,Pi,15,106.4418216,9.954504393,0.2041938386,1.084225845,0.3458058705,0.3476866871,600.5,0.05007222493,286,409.8501249,269,199,140,106,73,56,38,38,1385.515032,6505.743773,5837.305194,20308.96589,5715.062296,20985.89867,640.4154577,1281.035097,1963.791023
16,1,Pi,16,94.98356813,10.04173834,0.1217736144,1.322350263,0.1948727061,0.3724231371,466.5,0.04010294596,266,422.5380493,255,188,149,112,77,58,45,37,3668.884076,6600.287443,25711.08292,499.1577812,68745.47458,25234.54789,603.3243962,6795.957624,15061.55924
17,1,Pi,17,107.6003403,10.29181532,0.519116226,1.294232021,0.6440984661,0.5050761063,546.5,0.2591361491,368,2330.660567,348,273,188,126,99,73,53,44,3427.090019,7950.208812,10796.00392,1545.017831,23389.78384,24910.49118,221.8864565,2589.082423,1392.817608
18,1,Pi,18,106.661802,9.995441172,0.3512142054,1.321914343,0.5918819924,0.4812787869,579.5,0.2393058268,330,2029.742882,319,256,181,132,95,68,57,40,2788.843503,4327.587942,5358.552588,1342.875218,23685.00208,27194.03454,327.9188979,1613.726794,1528.192711
19,1,Pi,19,106.3259511,9.90585108,0.4703503534,1.12951686,0.5747083359,0.4560885899,596.5,0.1768674723,382,1457.399832,362,284,192,137,102,73,56,45,5292.783001,8754.929186,4716.863592,103210.1538,5105.053554,11619.0725,137.8361418,3561.341821,1115.758454
20,1,Pi,20,89.56128955,10.00115717,0.2589720688,1.265300159,0.5511783279,0.4892107849,416.5,0.1837461344,456,2168.42497,409,292,183,130,88,70,53,37,368.34301,3191.881064,4882.897769,1613.79452,29997.86073,90739.21615,124.0079525,836.986529,535.8526817
21,1,Pi,21,93.59322265,9.982400768,0.4065194142,1.507120296,0.5248055156,0.6509454061,446,0.1439876302,489,1586.834081,440,305,194,132,96,69,49,32,3173.32682,4342.396251,11511.79868,73484.60724,48660.29421,24247.7683,85.16615846,965.4570152,3545.814486
22,1,Pi,22,95.55782677,9.915804862,0.2402277936,1.409462663,0.3628385168,0.4229795458,479,0.1253159587,384,1285.914405,356,262,173,119,86,72,51,44,4744.923852,3686.098544,5065.369653,30358.08222,49521.08807,35996.66975,288.3403442,7514.077978,3731.130302
23,2,E7,1,66.99855235,9.822960267,0.2754437094,1.408619245,0.5425785751,0.5867907698,272,0.03062438965,402,553.4007353,384,274,178,132,95,66,50,39,2141.39282,8493.103105,4835.350929,2223.827459,5029.000616,5955.231869,1466.507882,2540.046505,4225.525229
24,2,E7,2,71.59698249,9.80010684,0.07476293727,1.323248561,0.1789409423,0.4465310375,298.5,0.02977010091,320,490.2043551,303,220,164,113,80,67,49,34,13471.08403,8786.489685,22448.41027,10516.34061,15471.43883,12891.54593,720.7082829,1001.892249,2770.872008
25,2,E7,3,125.0130249,9.790142389,0.2353446135,0.9558157002,0.3173006743,0.3779034504,861,0.1564174398,575,892.941928,570,445,278,182,117,82,64,49,960.182805,4715.474585,6487.137511,11347.88383,14410.25884,31054.99068,1120.563306,1115.117691,3479.294657
26,2,E7,4,119.0076089,9.812501798,0.1159271276,0.9564160726,0.1851036762,0.4626201124,817.5,0.172376709,704,1036.411009,702,498,306,192,126,93,73,53,3647.268977,5102.729727,4140.596959,12589.07924,11022.54961,26360.2924,574.771285,840.2367871,1602.198302
27,2,E7,5,123.2392639,9.80407461,0.2012081442,1.256999909,0.3118768856,0.3699679203,865,0.1723738607,611,979.4820809,606,465,284,189,132,96,71,51,16.67995858,3857.391028,4475.185711,3326.456875,9657.039564,41971.84036,1518.445421,1626.356181,2868.438781
28,2,E7,6,124.2676232,9.81987657,0.332226091,1.441882791,0.4326742845,0.5250827783,887,0.1661273193,566,920.5738444,560,440,282,184,129,92,70,52,4806.405461,6286.387585,3930.394882,23943.96571,55462.91062,50413.39721,354.0258901,3068.127412,3446.782865
29,2,E7,7,82.03880078,9.837078476,0.4231550563,1.361141449,0.5495884689,0.7470537637,336,0.3110803223,3023,4550.660714,2415,834,392,228,144,99,76,54,302.2335398,1213.432579,2083.622022,381.3457678,5858.827865,11193.51594,113.3165639,1188.220786,1345.845891
30,2,E7,8,69.70298772,9.836870996,0.1677281791,1.583546187,0.3245798094,0.4135906428,284,0.230479126,2898,3988.911972,2376,811,405,239,153,104,75,54,268.4721482,1447.515616,1204.121078,256.1972685,1964.711031,3002.045514,129.7374072,1073.826018,1083.881511
31,2,E7,9,71.42154128,9.829326059,0.1486416172,1.523246728,0.2969004244,0.4663813787,288,0.226548055,2877,3866.420139,2362,813,400,236,156,104,80,64,412.7118974,904.1809055,876.5134432,413.4487203,708.6329415,5911.898216,155.4420225,844.3417488,887.4638497
32,2,E7,10,66.8716281,9.794616256,0.1370128591,1.380385478,0.2309396653,0.3631616525,266,0.1733070882,2510,3202.402256,2104,795,392,218,143,105,74,55,342.0559939,1749.668875,2258.806906,184.0862595,1922.061633,5203.397495,411.9996503,653.9522106,672.1748595
33,2,E7,11,66.95316432,9.797583966,0.1527936807,1.203622127,0.2010958866,0.57988981,264,0.1704868571,2491,3174.155303,2073,752,383,224,141,100,71,61,429.420455,1627.203058,1315.216436,561.6878368,1058.878582,6723.450522,15.45176294,1019.630496,1296.720908
34,2,E7,12,66.46202422,9.804540811,0.1692181612,1.076745863,0.2063550616,0.4818962313,264,0.1753047689,2511,3263.856061,2114,782,365,224,143,97,65,54,300.1049566,1245.151626,1249.363858,300.5707139,1139.962726,2096.783555,11.55385364,556.1147266,332.0587925
35,2,E7,13,66.730505,9.845699437,0.1935491478,1.022582265,0.2866720405,0.3687177779,264,0.1847324626,2685,3439.382576,2204,776,390,231,144,102,78,60,357.6096818,1328.899224,1634.708661,358.8388694,1247.456797,971.3501191,7.736467185,461.0171557,551.4559287
36,2,E7,14,66.48977913,9.819035059,0.2270031792,1.296640985,0.3740323142,0.544675085,267,0.1857430013,2700,3419.340824,2193,798,387,229,146,103,78,60,319.5785699,1299.721448,1860.486158,395.6169178,1304.747764,1149.715575,70.85565857,309.3346788,535.3972076
37,2,E7,15,68.61228922,9.7912336,0.1355637774,1.094126357,0.2249748983,0.3889100018,273,0.1922532145,2608,3461.40293,2179,777,393,236,154,101,76,58,814.4159269,1667.591028,705.8529951,841.2041778,1391.664014,5320.906922,122.0116867,227.5402907,639.831708
38,2,E7,16,69.61005397,9.790319313,0.1240460121,1.17405582,0.149965935,0.2510318297,278,0.1963006592,2617,3470.708633,2202,775,393,225,148,103,71,59,1015.236919,717.128599,1455.183838,1037.961646,1643.231279,1899.381254,58.34053968,673.8184769,1117.406289
39,2,E7,17,68.97190601,9.792191274,0.2795434671,1.19115303,0.4313572132,0.4033344631,275,0.1912235514,2551,3417.825455,2141,787,397,229,154,106,73,63,479.4739248,812.0710751,1462.019906,132.9541988,1211.019658,8960.991674,39.45056382,488.0455262,312.99176
40,2,E7,18,68.74622785,9.791723655,0.2087882044,1.136385012,0.3471969341,0.5177552876,278,0.1914408366,2546,3384.784173,2144,779,390,227,145,102,71,60,28.0319647,850.104697,838.5171872,30.59996478,365.0479146,2535.254232,362.7283484,368.7853935,848.5204593
41,2,E7,19,71.60286611,9.784014764,0.3423536413,1.386980925,0.4404285632,0.4086931309,301,0.2071905518,2534,3383.332226,2172,776,387,227,151,100,77,59,214.422839,1481.79165,926.5451574,391.8929644,1730.149663,3944.036471,13.14968987,1053.303911,1249.557172
42,2,E7,20,71.20566183,9.806235585,0.191899255,1.14619046,0.2591843564,0.3651339721,292,0.2100673421,2631,3536.037671,2202,785,389,239,153,106,76,57,1165.645433,1871.715831,2235.646473,587.9605188,2558.319818,1370.832689,39.22268363,1206.772027,573.7751201
43,2,E7,21,69.78309824,9.787933152,0.1467863274,1.138262016,0.2331048768,0.3887358476,283,0.2145894368,2770,3727.031802,2287,798,381,234,152,105,78,55,290.8253939,1590.89693,2315.652993,219.583899,1655.189752,3175.719731,75.9853327,461.2861959,117.4118161
44,2,E7,22,67.77317999,9.807364863,0.1607697338,1.101437601,0.2270100602,0.4037937645,273,0.2133555094,2867,3841.336996,2341,798,396,216,144,110,83,62,447.4404623,406.1658069,968.4769649,368.955738,1049.555851,3130.837073,844.10774,634.7351363,1076.172776
45,2,E7,23,69.17258942,9.795704747,0.2172048427,0.9760012105,0.2926100405,0.5097373525,279,0.2093806966,2795,3688.702509,2257,808,399,227,150,97,68,52,248.5054506,1528.689359,1510.606275,626.6314764,1432.839455,2600.13237,56.56488586,384.5529687,495.1000255
46,2,E7,24,69.7353891,9.83213407,0.1443778801,1.315420717,0.2909761267,0.4623920388,281,0.2081437174,2728,3640.811388,2241,783,400,229,139,99,73,55,282.2890243,865.2057851,714.6271173,283.4866971,1308.415676,8632.615552,23.53019285,666.1732587,402.6781726
47,2,E7,25,69.09844437,9.840072725,0.1741962654,1.347466523,0.3075920968,0.4568101511,282,0.2090820312,2762,3644.255319,2295,804,383,218,159,104,76,52,273.4993061,1074.665502,1050.575984,273.6838088,729.7031263,1111.534355,126.2100243,214.7881178,646.9770687
48,3,x5,1,72.50101216,9.865111419,0.4230347734,1.309962194,0.5433924003,0.674186514,322.5,0.1580904134,1930,2409.444961,1677,664,335,192,123,84,55,45,476.0464949,2022.520799,2128.451486,469.514536,1849.518445,5408.178987,81.09298869,1186.41856,738.4590915
49,3,x5,2,72.15066973,9.867299945,0.3361059166,1.140039953,0.5290486514,0.6674970997,301,0.03540303548,361,578.1162791,329,235,159,117,88,66,46,35,4680.812054,1651.795613,6142.642293,4543.751632,21708.44688,23304.44283,1866.34217,1240.733527,2271.900933
50,3,x5,3,64.30469817,9.829216768,0.5327993263,1.292081052,0.6363630853,0.7097490333,260,0.02928751628,369,553.6692308,344,256,184,129,87,68,53,41,2976.282311,5669.465366,4540.575501,8257.342202,5422.041424,12267.74556,1920.2171,1653.216758,4785.138197
51,3,x5,4,66.01460331,9.947760916,0.2608782584,1.377648136,0.3694284883,0.5071723738,246,0.03087585449,372,616.9146341,352,255,176,125,88,70,47,39,1954.826727,628.1051759,13298.74333,11538.45723,6306.431493,5307.839022,575.7207047,3398.844658,1552.13061
52,3,x5,5,77.00915644,9.878247792,0.2007587801,1.211511252,0.3257269314,0.5849516382,331,0.1026847331,655,1524.821752,595,369,222,142,92,69,53,36,1917.680016,6031.612711,7674.06647,4269.865543,15642.8356,24813.39208,472.7460207,766.9307558,9062.98153
53,3,x5,6,78.1426681,9.912058653,0.3785332674,1.341597802,0.501835341,0.4406810325,338,0.1206589762,697,1754.62426,635,394,226,150,101,69,54,31,1286.134086,4087.952676,6991.671502,679.7789062,8207.955871,20837.78405,280.3594631,663.3297225,1575.731661
54,3,x5,7,68.86241635,9.842785483,0.4511022609,1.245845046,0.681722806,0.6821181157,272,0.06400939941,497,1156.6875,440,267,164,112,78,56,46,36,567.2405454,3883.74398,8026.163113,15238.95769,22137.16316,34068.03669,1205.4061,420.4250259,5581.708064
55,3,x5,8,70.2423126,9.891374581,0.3380405776,1.115926306,0.5680166526,0.5979371275,270,0.05511149089,409,1003.274074,382,251,163,111,81,54,49,37,1428.853912,1898.538017,4381.639926,11847.19865,11045.5849,17448.537,22.54477273,58.71643071,633.8763798
56,3,x5,9,54.63558544,9.910424915,0.5861493578,1.398864071,0.7624460718,0.7289403023,163,0.01580688477,243,476.6503067,226,175,136,104,80,64,45,37,8333.091021,15016.03285,9355.445858,2818.128429,4922.248179,18730.91393,377.0003869,5019.99621,10407.27213
57,3,x5,10,52.28229468,9.853235127,0.4343758528,1.408654212,0.7256292039,0.668703015,160,0.01565511068,231,480.925,213,161,132,98,75,58,44,32,5559.080158,9996.044135,15851.94015,14345.48803,24975.94108,19784.63646,722.1902879,1412.167047,16125.11093
58,3,x5,11,60.0135443,9.935075076,0.3488693367,1.12942618,0.5398160081,0.7008138335,188.5,0.01869405111,248,487.4535809,228,172,128,102,86,61,48,35,3377.705006,5390.538807,16364.64686,2056.837598,171401.466,6520.117121,5527.48594,8691.157749,6341.39734
59,3,x5,12,61.12928201,9.870617326,0.4215297282,1.399920639,0.6918604929,0.6260053206,215,0.04526041667,560,1034.716279,506,295,180,129,91,61,45,34,3296.696299,1599.974453,4963.948509,2006.283362,1540.696292,4918.766525,174.6605791,539.7469594,668.3369058
60,3,x5,13,63.59461556,9.908517482,0.3845742309,1.238437502,0.5937111334,0.5403248669,219.5,0.04063273112,444,909.8769932,415,275,173,120,81,54,39,31,3634.133353,5680.153565,2748.810494,3462.621452,56305.13752,66132.19759,1022.27862,441.6075256,3430.950383
61,3,x5,14,66.70061938,9.884447358,0.3767485072,1.561300409,0.5994096983,0.5803237706,235.5,0.06279947917,614,1310.70913,559,326,202,130,89,54,44,32,1586.553438,4059.541454,7552.023385,1990.642802,78676.70344,75963.16182,270.2019291,2658.918388,890.8907977
62,3,x5,15,66.7662243,9.909168548,0.4217424401,1.254768761,0.4628950734,0.6173656138,249,0.05205403646,528,1027.534137,493,306,194,122,89,61,48,36,756.0352428,4445.967083,1063.449759,2625.236567,4266.412727,37876.58236,1103.180316,356.9060844,1858.699116
