number;classNumber;className;numberInClass;1 meanBacteriaarcLength;2 meanBacteriaWholeCurvature;3 minrolcorPointAndMidP10B10;4 minrolcorPointsP10B10;5 minrolcoranglespointpointmiddleP10B10;6 minrolcoranglespointmiddlepointP10B10;7 medianOfTheObjectsSize;8 howMuchWhiteInMaskPercent;9 howManyObjects;10 howManyBacterias;11 meanShiftr25;12 meanShiftr50;13 meanShiftr75;14 meanShiftr100;15 meanShiftr125;16 meanShiftr150;17 meanShiftr175;18 meanShiftr200;19 NewKmeansAndVariance2DForK3;20 NewKmeansAndVariance2DForK6;21 NewKmeansAndVariance2DForK10;22 NewKmeansAndVariance3DForK3;23 NewKmeansAndVariance3DForK6;24 NewKmeansAndVariance3DForK10;25 NewKmeansAndVariance2DForK3weighted;26 NewKmeansAndVariance2DForK6weighted;27 NewKmeansAndVariance2DForK10weighted;28 varianceOnMask;29 varianceWholeImage;30 varianceWholeImageRed;31 varianceWholeImageGreen;32 varianceWholeImageBlue;33 meanOnMask;34 meanWholeImage;35 meanWholeImageRed;36 meanWholeImageGreen;37 meanWholeImageBlue;38 warRedOnMask;39 warGreenOnMask;40 warBlueOnMask;41 meanOnMaskRed;42 meanOnMaskGreen;43 meanOnMaskBlue;44 kurthosisGrayWholeImage;45 kurthosisGrayOnMask;46 kurthosisRedWholeImage;47 kurthosisGreenWholeImage;48 kurthosisBlueWholeImage;49 kurthosisRedOnMask;50 kurthosisGreenOnMask;51 kurthosisBlueOnMask;52 skewnessGrayWholeImage;53 skewnessGrayOnMask;54 skewnessRedWholeImage;55 skewnessGreenWholeImage;56 skewnessBlueWholeImage;57 skewnessRedOnMask;58 skewnessGreenOnMask;59 skewnessBlueOnMask
1;1;Pi;1;0.68766;-0.28128;-0.77451;-0.52631;-0.78342;-0.47283;0.22546;-0.79113;-0.96132;-0.97546;-0.9564;-0.85736;-0.67143;-0.36774;-0.25;-0.027778;0.09434;0.090909;-0.26015;-0.32149;-0.099923;-0.94302;-0.29553;-0.66759;-0.89202;-0.44712;-0.70374;-0.45256;-0.9469;-0.9415;-0.94745;-0.92497;0.035845;0.43673;0.44499;0.43444;0.42471;-0.5363;-0.21622;-0.51279;0.060776;0.035698;0.11547;-0.5945;-0.9601;-0.0136;-0.55382;-0.53029;-0.2802;-0.61467;-0.73392;-0.53812;-0.37099;-0.11802;-0.20093;-0.36172;0.31963;-0.063653;-0.16289
2;1;Pi;2;0.53158;-0.5744;-0.28517;-0.81846;-0.34459;-0.45832;0.13793;-0.75707;-0.91691;-0.96407;-0.89737;-0.77117;-0.64286;-0.44516;-0.34615;-0.27778;-0.018868;0.045455;-0.47372;0.22452;-0.74517;-0.81961;-0.72535;-0.21026;-0.99893;-0.83519;-0.77613;-0.65175;-0.92614;-0.88875;-0.93919;-0.92654;-0.016629;0.42906;0.43674;0.42722;0.41616;-0.50932;-0.4932;-0.69726;-0.042744;0.001258;0.11152;-0.6996;-0.94108;-0.39322;-0.62015;-0.54741;-0.34178;-0.30944;-0.45866;-0.40306;-0.46021;-0.19839;-0.11872;-0.31109;0.28196;-0.27742;-0.39836
3;1;Pi;3;0.65563;-0.17207;-0.40346;0.38274;-0.26775;-0.24653;0.2069;-0.74734;-0.91905;-0.96496;-0.90736;-0.78009;-0.65;-0.39355;-0.19231;-0.16667;-0.16981;0.045455;-0.91203;-0.66517;-0.57237;-0.84082;-0.86982;-0.80107;-0.28883;-0.88628;-0.92084;-0.56956;-0.93252;-0.92257;-0.93328;-0.91096;0.011691;0.42276;0.43331;0.4198;0.40785;-0.5719;-0.35751;-0.59388;0.048722;0.0052975;0.094621;-0.66102;-0.94523;-0.23153;-0.64339;-0.61934;-0.24897;-0.52003;-0.67374;-0.46471;-0.43444;-0.11017;-0.11668;-0.28547;0.30898;-0.12371;-0.20897
4;1;Pi;4;0.48354;-0.034606;-0.45476;-0.35759;-0.32035;-0.82084;0.13395;-0.82134;-0.95487;-0.979;-0.94005;-0.87519;-0.87857;-0.65161;-0.61538;-0.41667;-0.54717;-0.27273;-0.81219;-0.51702;-0.63583;-0.78029;-0.85298;0.15476;-0.95879;-0.86577;-0.24436;-0.69184;-0.95556;-0.92605;-0.96499;-0.95161;0.011388;0.44171;0.44923;0.43952;0.43073;-0.50406;-0.49362;-0.69827;-0.015106;0.029034;0.13785;-0.62201;-0.92362;-0.15037;-0.41635;-0.32443;-0.20558;-0.090587;-0.28285;-0.4378;-0.52996;-0.12545;-0.25519;-0.41953;0.43224;-0.43301;-0.55336
5;1;Pi;5;0.82584;-0.10682;-0.20787;-0.067846;-0.32977;-0.26985;0.26525;-0.76379;-0.95989;-0.97098;-0.94823;-0.84844;-0.79286;-0.5871;-0.25;-0.19444;-0.39623;-0.22727;0.23646;0.81783;-0.12536;-0.48148;-0.36903;-0.18592;-0.85988;-0.26894;-0.4589;-0.60737;-0.9497;-0.92444;-0.95642;-0.93979;0.054815;0.43298;0.44208;0.43009;0.42128;-0.52354;-0.43585;-0.65555;0.050227;0.064195;0.15972;-0.61454;-0.92634;-0.17334;-0.49517;-0.44133;-0.35672;-0.35408;-0.52278;-0.46919;-0.4888;-0.12588;-0.21967;-0.37564;0.23072;-0.25384;-0.34761
6;1;Pi;6;0.7246;0.0044733;-0.70543;-0.35797;-0.48017;-0.44825;0.24138;-0.77651;-0.96275;-0.97283;-0.95913;-0.8633;-0.76429;-0.66452;-0.28846;-0.13889;-0.16981;-0.13636;-0.74841;0.15518;-0.41332;-0.45056;-0.33035;-0.32515;-0.75372;-0.86349;-0.72717;-0.62709;-0.95618;-0.93827;-0.95922;-0.94012;0.063591;0.43517;0.44538;0.43198;0.42203;-0.56469;-0.4318;-0.64372;0.080852;0.064449;0.15355;-0.62853;-0.93836;-0.10378;-0.47939;-0.4413;-0.25653;-0.34124;-0.53707;-0.45632;-0.45776;-0.026845;-0.22085;-0.37347;0.34073;-0.24649;-0.33434
7;1;Pi;7;0.46725;0.064865;-0.8229;-0.71434;-0.81801;-0.66646;0.075597;-0.76859;-0.94341;-0.96387;-0.9337;-0.83358;-0.75714;-0.6129;-0.5;-0.16667;-0.35849;-0.22727;-0.67874;0.11667;-0.0073559;-0.49831;-0.63316;0.34366;-0.90613;-0.31893;0.31063;-0.64754;-0.9448;-0.91671;-0.95357;-0.93362;0.05201;0.44608;0.45801;0.44541;0.41342;-0.5313;-0.47839;-0.68236;0.043992;0.064281;0.15198;-0.68002;-0.93216;-0.28873;-0.52707;-0.51316;-0.33124;-0.25945;-0.45139;-0.38388;-0.46768;-0.088084;-0.16844;-0.28239;0.30075;-0.30685;-0.40682
8;1;Pi;8;0.22489;-0.26065;-0.61339;-0.14685;-0.33279;-0.15285;-0.034483;-0.82952;-0.90544;-0.97422;-0.89192;-0.77712;-0.76429;-0.56129;-0.59615;-0.47222;-0.43396;-0.045455;-0.31074;-0.66047;-0.61861;-0.9562;-0.67439;-0.64921;-0.92201;-0.49661;-0.14201;-0.71616;-0.93998;-0.90739;-0.95373;-0.93816;-0.044334;0.45474;0.4652;0.45462;0.42298;-0.48284;-0.53831;-0.7255;-0.083875;-0.019552;0.088295;-0.65993;-0.93174;-0.235;-0.52016;-0.47545;-0.17496;0.03052;-0.18445;-0.42585;-0.54065;-0.26102;-0.1781;-0.30481;0.45332;-0.50665;-0.62565
9;1;Pi;9;0.27213;-0.26006;-0.55858;-0.46031;-0.4899;-0.52269;-0.0092838;-0.79914;-0.91046;-0.96743;-0.88828;-0.75037;-0.63571;-0.52258;-0.46154;-0.38889;-0.35849;-0.045455;-0.47109;-0.67315;-0.23627;-0.085956;-0.89392;-0.68622;-0.62109;-0.26081;0.090189;-0.68534;-0.94276;-0.90771;-0.95603;-0.93841;0.0018179;0.44193;0.44996;0.44014;0.42687;-0.50008;-0.50286;-0.69632;-0.037891;0.026016;0.13074;-0.6741;-0.93514;-0.28455;-0.50932;-0.47025;-0.23472;-0.11055;-0.33028;-0.4047;-0.52514;-0.19631;-0.1828;-0.31621;0.38937;-0.41499;-0.51398
10;1;Pi;10;0.18758;-0.18813;-0.38546;-0.48754;-0.25723;-0.33122;-0.090186;-0.62628;-0.88037;-0.91536;-0.87193;-0.75334;-0.67143;-0.45806;-0.26923;-0.055556;-0.09434;-0.22727;-0.16134;1;0.14538;-0.52603;-0.077258;-0.74697;-0.67329;-0.67638;-0.70854;-0.64577;-0.88427;-0.83663;-0.90632;-0.89801;0.009546;0.41565;0.4256;0.41387;0.39652;-0.53138;-0.57919;-0.76615;-0.019086;0.027892;0.13837;-0.82047;-0.94444;-0.61111;-0.76931;-0.71416;-0.51486;-0.31958;-0.39692;-0.2051;-0.39657;-0.11607;0.088809;-0.11679;0.085739;-0.22335;-0.38568
11;1;Pi;11;0.10021;0.2439;-0.1148;-0.79738;0.20489;0.12096;-0.20159;-0.64478;-0.87178;-0.90955;-0.87738;-0.77712;-0.71429;-0.56129;-0.26923;-0.22222;-0.13208;-0.27273;-0.43181;-0.46663;-0.22318;-0.65301;-0.64122;-0.7164;-0.74595;0.14528;-0.060559;-0.68054;-0.89334;-0.84583;-0.91378;-0.90513;0.011085;0.4178;0.42834;0.41579;0.39799;-0.55694;-0.59539;-0.77268;-0.018485;0.029522;0.14149;-0.813;-0.94178;-0.59492;-0.74782;-0.68777;-0.44636;-0.24553;-0.33974;-0.21531;-0.43424;-0.10594;0.064265;-0.13649;0.13676;-0.27567;-0.43906
12;1;Pi;12;0.36471;0.068232;-0.49727;0.24903;-0.45626;-0.4656;-0.023873;-0.83151;-0.92908;-0.97521;-0.9228;-0.89896;-1;-0.88387;-0.71154;-0.75;-0.73585;-0.45455;-0.79126;-0.45899;-0.57115;-0.69084;-0.70898;-0.19915;-0.65844;-0.025287;-0.40898;-0.67929;-0.95064;-0.92328;-0.95902;-0.94183;-0.00076008;0.43847;0.44827;0.43633;0.42036;-0.47208;-0.45762;-0.65805;-0.0015134;0.0050529;0.12012;-0.64505;-0.93075;-0.20462;-0.47652;-0.43673;-0.2389;-0.14097;-0.38346;-0.39939;-0.58486;-0.072873;-0.20814;-0.33011;0.40202;-0.43202;-0.5058
13;1;Pi;13;0.50606;0.25896;-0.40145;0.016124;-0.25021;-0.24572;0.043767;-0.81244;-0.94341;-0.97326;-0.93824;-0.91976;-0.97143;-0.84516;-0.76923;-0.66667;-0.66038;-0.40909;0.18001;0.23383;-0.56536;-0.20811;-0.21193;0.37306;-0.83269;0.19036;-0.5175;-0.64862;-0.94965;-0.92126;-0.95819;-0.94241;0.009349;0.42298;0.43183;0.41931;0.41713;-0.47847;-0.45075;-0.66169;0.0013839;0.018043;0.13288;-0.64472;-0.93799;-0.20717;-0.48906;-0.42629;-0.3152;-0.2453;-0.43577;-0.40915;-0.5416;-0.087803;-0.20261;-0.35588;0.31276;-0.35345;-0.4515
14;1;Pi;14;0.50041;0.051739;-0.45877;-0.19984;-0.13783;-0.71948;0.11141;-0.67256;-0.8639;-0.94265;-0.8347;-0.62556;-0.52857;-0.47097;-0.36538;-0.083333;-0.32075;-0.13636;-0.28969;-0.094396;-0.58321;-0.90259;-0.85989;-0.60745;-0.97957;0.11229;-0.22962;-0.69379;-0.88093;-0.82529;-0.90521;-0.89947;-0.036792;0.4018;0.41183;0.39828;0.39261;-0.54385;-0.603;-0.77296;-0.075562;-0.015543;0.10974;-0.82841;-0.9367;-0.63601;-0.77626;-0.70973;-0.39181;-0.21198;-0.32025;-0.16788;-0.42526;-0.081984;0.1136;-0.11409;0.19593;-0.29115;-0.44713
15;1;Pi;15;0.49909;-0.43876;-0.72532;-0.50771;-0.59261;-0.69914;0.24005;-0.88436;-0.9606;-0.99644;-0.94914;-0.88707;-0.89286;-0.71613;-0.65385;-0.5;-0.69811;-0.18182;-0.79585;-0.22348;-0.58192;-0.74875;-0.95574;-0.84027;-0.8637;-0.71681;-0.76931;-0.66281;-0.95128;-0.91676;-0.96389;-0.95102;-0.088779;0.43229;0.43949;0.42924;0.42754;-0.32928;-0.41014;-0.63889;-0.1378;-0.063958;0.073043;-0.59563;-0.94253;-0.11396;-0.42431;-0.32704;-0.23578;-0.10996;-0.31139;-0.45914;-0.55594;-0.25191;-0.24812;-0.40762;0.48178;-0.48718;-0.59919
16;1;Pi;16;0.19004;-0.15159;-0.90024;0.21131;-0.90658;-0.62214;-0.11538;-0.91786;-0.97493;-0.9953;-0.96185;-0.91976;-0.82857;-0.63871;-0.57692;-0.44444;-0.43396;-0.22727;-0.45655;-0.21184;0.96153;-0.99402;-0.43586;-0.80636;-0.87163;0.56091;0.86712;-0.67689;-0.95981;-0.9338;-0.9706;-0.95738;-0.12461;0.45196;0.46409;0.44632;0.44656;-0.30775;-0.38958;-0.62895;-0.16707;-0.10257;0.040164;-0.51921;-0.93722;0.093015;-0.32815;-0.22617;-0.10906;-0.048241;-0.25135;-0.55221;-0.56081;-0.31796;-0.33589;-0.47325;0.64671;-0.55037;-0.6707
17;1;Pi;17;0.53034;0.67166;-0.057004;0.12641;0.027894;-0.20922;0.096817;-0.1819;-0.90186;-0.82345;-0.87738;-0.66716;-0.55;-0.45806;-0.15385;-0.027778;-0.13208;0.090909;-0.49248;-0.04574;-0.19682;-0.98108;-0.80996;-0.80895;-0.95312;-0.41375;-0.84065;-0.25675;-0.78524;-0.72907;-0.81789;-0.82558;0.11912;0.38849;0.40843;0.38115;0.37193;-0.27237;-0.32684;-0.66452;0.11863;0.12452;0.22381;-0.91634;-0.98082;-0.80794;-0.90677;-0.86853;-0.90724;-0.82667;-0.81906;-0.079159;-0.26667;-0.080316;0.27058;0.028372;-0.24587;0.13117;-0.031537
18;1;Pi;18;0.50503;-0.30399;-0.41332;0.21;-0.080726;-0.2833;0.18435;-0.24853;-0.92908;-0.85055;-0.90372;-0.71768;-0.6;-0.38065;-0.23077;-0.16667;0.018868;-0.090909;-0.58732;-0.49149;-0.6191;-0.98358;-0.80752;-0.79072;-0.93046;-0.63973;-0.82374;-0.26474;-0.80655;-0.75489;-0.83583;-0.84428;0.12244;0.39401;0.41104;0.38659;0.3859;-0.263;-0.33563;-0.65229;0.12202;0.12533;0.23874;-0.90411;-0.98069;-0.77743;-0.89168;-0.84296;-0.89886;-0.8011;-0.80495;-0.10014;-0.26448;-0.092864;0.24653;0.0012257;-0.22849;0.11344;-0.0424
19;1;Pi;19;0.49597;-0.59892;-0.16049;-0.37095;-0.11645;-0.36171;0.22944;-0.45833;-0.89183;-0.9021;-0.86467;-0.63447;-0.52143;-0.31613;-0.096154;-0.027778;-0.018868;0.13636;-0.21525;0.053279;-0.66894;0.2777;-0.96078;-0.91502;-0.97107;-0.1885;-0.87527;-0.58971;-0.85708;-0.79952;-0.88312;-0.8762;0.073969;0.43985;0.46104;0.43376;0.41268;-0.50149;-0.56278;-0.76234;0.053937;0.089512;0.18539;-0.86294;-0.94506;-0.71591;-0.82288;-0.77625;-0.69973;-0.49372;-0.54533;-0.17423;-0.30858;-0.12142;0.14073;-0.078205;-0.038218;-0.080377;-0.24543
20;1;Pi;20;0.043785;-0.28518;-0.60908;0.039048;-0.1654;-0.25861;-0.24801;-0.43521;-0.83883;-0.83806;-0.82198;-0.6107;-0.58571;-0.40645;-0.36538;-0.11111;-0.13208;-0.22727;-0.947;-0.63124;-0.65604;-0.98022;-0.75545;-0.28358;-0.97403;-0.81969;-0.94772;-0.64906;-0.86487;-0.80601;-0.88897;-0.8823;0.097757;0.43525;0.45638;0.42929;0.40689;-0.55117;-0.61661;-0.77475;0.082996;0.10957;0.21057;-0.87567;-0.93821;-0.73066;-0.81867;-0.76802;-0.66535;-0.38856;-0.50765;-0.10322;-0.34174;-0.020091;0.1727;-0.048441;-0.028121;-0.13793;-0.26932
21;1;Pi;21;0.15254;-0.34692;-0.29595;0.76923;-0.22026;0.24483;-0.16976;-0.5688;-0.81519;-0.89044;-0.79382;-0.57207;-0.50714;-0.38065;-0.21154;-0.13889;-0.28302;-0.45455;-0.53019;-0.48967;-0.14122;-0.090352;-0.60152;-0.81424;-0.98232;-0.78992;-0.57166;-0.72465;-0.88932;-0.83671;-0.91065;-0.8993;0.061692;0.44143;0.46233;0.43527;0.41479;-0.60825;-0.64484;-0.78989;0.042026;0.076834;0.17615;-0.84036;-0.92557;-0.66035;-0.76195;-0.71105;-0.43275;-0.13077;-0.30504;-0.1679;-0.44915;-0.051656;0.095167;-0.11027;0.1374;-0.31109;-0.43762
22;1;Pi;22;0.20553;-0.56615;-0.64885;0.47435;-0.55718;-0.46477;-0.082228;-0.63154;-0.8904;-0.91754;-0.87012;-0.69985;-0.65714;-0.54839;-0.40385;-0.055556;-0.20755;0.090909;-0.29666;-0.57043;-0.64187;-0.62433;-0.59442;-0.72047;-0.93892;0.72729;-0.5485;-0.72892;-0.9153;-0.86607;-0.9344;-0.92064;0.070476;0.45333;0.47823;0.44645;0.41925;-0.60019;-0.63987;-0.79117;0.039183;0.0927;0.17844;-0.80438;-0.92343;-0.57333;-0.67054;-0.61537;-0.39888;-0.054738;-0.23084;-0.25199;-0.38511;-0.12543;-0.0087532;-0.20247;0.22699;-0.33326;-0.47664
23;2;E7;1;-0.56478;-0.87179;-0.57412;0.4718;-0.18329;0.045132;-0.6313;-0.9497;-0.87751;-0.98352;-0.84469;-0.66419;-0.62143;-0.38065;-0.23077;-0.22222;-0.24528;-0.13636;-0.68353;0.021062;-0.65974;-0.97267;-0.9614;-0.96022;-0.68722;-0.42512;-0.48673;-0.71789;-1;-1;-1;-0.98274;0.40334;0.99264;0.99611;0.99064;0.99173;-0.55047;-0.26693;-0.53359;0.4352;0.39423;0.45588;-0.061022;-0.67548;0.78028;1;1;0.18077;0.64943;0.1208;-0.70436;-1;0.1718;-1;-1;1;-1;-1
24;2;E7;2;-0.44075;-0.94703;-1;0.21403;-0.93973;-0.39146;-0.56101;-0.95257;-0.93625;-0.98921;-0.91826;-0.82467;-0.72143;-0.62581;-0.51923;-0.19444;-0.28302;-0.36364;1;0.057163;0.70814;-0.87;-0.87527;-0.90487;-0.84655;-0.78148;-0.66848;0.37493;-0.7177;-0.69251;-0.74583;-0.75312;-1;0.51198;0.51348;0.51238;0.50467;1;0.50788;0.044805;-1;-1;-0.71129;-0.29743;-0.99241;0.09213;-0.73433;-0.68073;-0.63463;-0.94656;-0.95527;-0.81921;-0.30321;-1;-0.14014;-0.36026;0.21004;0.14143;0.089817
25;2;E7;3;1;-0.97983;-0.65922;-0.89545;-0.65191;-0.60508;0.93103;-0.52704;-0.75358;-0.95293;-0.67575;-0.15602;0.092857;0.26452;0.19231;0.22222;0.28302;0.31818;-0.85905;-0.44377;-0.53145;-0.8597;-0.88402;-0.75991;-0.76113;-0.75525;-0.57997;0.61926;0.48606;0.15694;0.45712;0.73343;-0.84764;0.57837;0.5901;0.57705;0.55333;-0.0078361;0.64347;0.50103;-0.61994;-0.91387;-0.82467;-0.90933;-0.99426;-0.87525;-0.96946;-0.95751;-0.99626;-1;-1;-0.14522;-0.3431;-0.21263;0.31056;0.052539;-0.43676;0.21759;0.14902
26;2;E7;4;0.83802;-0.90622;-0.91264;-0.89363;-0.92691;-0.34138;0.81565;-0.47342;-0.66117;-0.94001;-0.55586;0.0014859;0.29286;0.39355;0.36538;0.52778;0.62264;0.5;-0.45977;-0.39612;-0.71369;-0.84433;-0.91197;-0.79738;-0.87773;-0.81893;-0.81449;1;0.82385;0.62328;0.76431;0.6746;-0.92571;0.5521;0.56165;0.5483;0.5459;0.46518;1;0.28796;-0.78794;-0.98349;-0.71125;-0.92229;-0.99335;-0.88764;-0.97397;-0.96639;-1;-0.99952;-0.99729;-0.11623;-0.35312;-0.20946;0.33068;0.093126;-0.42386;0.21007;0.12534
27;2;E7;5;0.95216;-0.93396;-0.73166;0.013986;-0.66319;-0.62978;0.94164;-0.47342;-0.72779;-0.94514;-0.64305;-0.096582;0.13571;0.35484;0.48077;0.61111;0.54717;0.40909;-0.99925;-0.54935;-0.68771;-0.95902;-0.92323;-0.67278;-0.67613;-0.6368;-0.65629;0.57068;0.52577;0.22131;0.48936;1;-0.79339;0.55339;0.55154;0.55927;0.52823;0.050767;0.64069;0.95236;-0.57472;-0.84453;-0.82732;-0.92833;-0.98509;-0.90637;-0.97556;-0.96174;-0.98753;-0.98862;-0.99859;-0.095995;-0.33184;-0.14756;0.3425;0.064621;-0.41427;0.22864;0.14088
28;2;E7;6;0.97989;-0.88194;-0.45362;0.57224;-0.41191;-0.14695;1;-0.49441;-0.76003;-0.95045;-0.68483;-0.17088;0.12143;0.29032;0.42308;0.5;0.50943;0.45455;-0.28752;-0.25047;-0.73002;-0.70374;-0.54541;-0.60541;-0.92489;-0.30277;-0.58403;0.27574;0.21066;-0.05616;0.16473;0.85999;-0.84987;0.26576;0.24584;0.28816;0.20079;-0.14788;0.28258;1;-0.63427;-0.87329;-1;-0.92485;-0.98656;-0.89976;-0.97506;-0.95835;-0.99137;-0.98654;-0.99926;-0.048738;-0.38152;-0.075395;0.377;0.069796;-0.46957;0.19769;0.13884
29;2;E7;7;-0.15911;-0.82532;-0.26065;0.32844;-0.16871;0.54399;-0.46154;-0.0073712;1;-0.6235;1;1;0.90714;0.85806;0.71154;0.69444;0.73585;0.54545;-0.95682;-0.87468;-0.87344;-0.99548;-0.95456;-0.91842;-0.97631;-0.73831;-0.84652;0.39906;0.97835;0.71989;0.97346;0.91863;-0.79896;0.10637;0.10821;0.10844;0.091161;0.055658;0.51568;-0.0074883;-0.67422;-0.8468;-0.61669;-1;-0.98313;-1;-1;-1;-0.9051;-0.98234;-0.98573;0.15419;-0.33005;0.10817;0.50472;0.2712;-0.28592;0.213;0.15311
30;2;E7;8;-0.49184;-0.826;-0.80271;1;-0.63677;-0.494;-0.59947;-0.27819;0.91046;-0.67409;0.96458;0.93165;1;1;0.88462;0.83333;0.69811;0.54545;-0.96184;-0.84588;-0.94175;-0.99703;-0.98668;-0.98379;-0.9728;-0.76482;-0.87925;0.54806;0.99641;0.79425;0.97546;0.79042;-0.80235;0.46823;0.47456;0.46539;0.46685;0.22766;0.69364;0.0023792;-0.67254;-0.86324;-0.56995;-0.9741;-0.99774;-0.96637;-0.99069;-0.98934;-0.90828;-0.99782;-0.98647;0.01914;-0.31638;-0.04593;0.41638;0.18953;-0.24861;0.22509;0.16399
