number,classNumber,className,numberInClass,1 V,2 V,3 V,4 V,5 V,6 V,7 V,8 V,9 V,10 V,11 V,12 V,13 V,14 V,15 V,16 V,17 V,18 V,19 V,20 V,21 V,22 V,23 V,24 V,25 V,26 V,27 V,28 V,29 V,30 V,31 V,32 V,33 V,34 V,35 V,36 V,37 V,38 V,39 V,40 V,41 V,42 V,43 V,44 V,45 V,46 V,47 V,48 V,49 V,50 V,51 V,52 V,53 V,54 V,55 V,56 V,57 V,58 V,59 V,60 V
32,2,E7,10,18.19548438,826.5613469,415.5377342,841.0935187,729.2377137,1616.03275,2174.518529,1328.137567,986.0370214,642.9455317,1608.420789,2435.602967,3299.446061,2481.777581,2691.143791,1273.305434,3095.27928,1955.662583,2104.447362,2301.394112,18.19548438,821.5634509,469.0061771,868.3817289,609.3402276,2067.0325,2162.8716,1492.727736,3987.447214,4560.188476,2459.170841,1096.136678,5733.65022,8907.678533,7562.577272,23091.44092,9145.46175,8659.559974,12293.9721,8207.926094,2.517430389,444.6848462,196.2623915,338.012666,280.5695948,1128.46569,662.0298463,470.6388695,1368.325849,2089.931786,1426.000689,1776.904284,1348.062844,1023.907506,2037.598749,809.7657678,690.8113138,1558.927332,2105.243891,3265.927013
33,2,E7,11,268.2421015,978.5669787,1038.557902,542.9089631,931.3799956,1554.320127,960.449512,1434.525649,1043.523547,2091.955977,1276.088992,2694.833429,3866.902612,4018.503199,1752.644922,976.6308277,1360.369739,3462.074131,2657.056734,4226.731125,268.2421015,999.3642599,236.5805234,468.4700389,670.9400327,1753.235433,1054.004747,826.0845442,7235.256528,3372.159235,7061.766798,10288.29857,5203.330684,19601.60914,5774.676636,5626.786862,12075.59652,21973.61671,6614.271119,22082.51321,21.47679607,51.81906532,586.2846798,428.6658129,695.7521426,860.3170103,316.9582229,671.1395546,475.9869605,2935.095489,1003.713334,1685.529636,2694.956626,1531.388108,1068.644418,1632.547338,2770.254679,1792.238194,1018.597244,3411.904263
34,2,E7,12,16.2228881,919.6434805,400.5115646,145.5894173,1493.373232,1256.613221,1345.790475,1207.212667,1246.131143,2297.283617,1604.65086,4365.073476,2183.590614,1564.710569,3274.391268,3925.468042,3161.953412,2778.583083,2348.119581,2832.757925,16.2228881,818.284192,397.7404963,307.6809223,694.0205513,1252.65799,2169.26488,1359.016495,4493.143463,5301.576489,2549.810226,2212.499607,2014.612011,6881.847687,7347.414052,9414.355034,4269.536714,8198.224998,11768.62384,9025.239156,0.5920728395,161.8227343,7.414713287,410.3290953,341.1335005,1794.088255,215.2883687,468.6260012,701.5586621,295.8885217,509.1270795,532.2060417,528.2463756,2179.188694,1486.13912,486.9751699,740.8640885,842.2895319,1442.594537,1726.046739
35,2,E7,13,55.94160537,901.6860779,570.7052327,458.1780933,1279.981043,1688.136364,1676.12831,2534.534661,1695.142844,1884.090557,2047.873639,2504.996703,2287.160852,1299.201336,2391.605431,3360.304951,3341.518494,2859.747962,3126.027862,3290.914948,55.94160537,890.0691188,551.9045508,508.9457549,1295.720663,1743.008151,3974.887539,1249.327956,1715.518165,2946.959303,6905.071741,3979.531662,3905.340223,3403.00055,5427.657996,4195.168094,3560.115657,6226.303065,2658.071058,8417.934823,7.546355096,61.14000824,104.1248186,207.9114728,1018.867636,1283.174738,636.7005352,448.7550473,344.3240893,402.6776566,532.1697968,598.5332943,1609.998007,1041.02198,679.2331508,2999.016214,1252.057818,2649.407008,1437.863171,1517.089973
36,2,E7,14,178.760891,860.2701703,282.4221685,596.1809957,1138.524901,1925.062926,1560.597968,594.7373889,577.0445167,1051.47259,1437.181102,2186.089561,2296.22697,2144.879593,3327.389105,2249.304438,1900.264701,3222.810062,2115.545071,2747.026072,178.760891,1098.86552,281.6347771,525.3173323,493.273161,1326.236332,1724.438049,1703.654605,845.5634724,8345.532273,2615.910702,2676.113802,1789.993727,3728.529938,3258.862031,3038.38834,6082.947178,2697.938975,8665.279584,8463.307831,59.50520342,502.3429612,457.0658578,250.5556304,592.7221159,1194.870259,174.8494355,521.9555324,370.5757686,683.8516217,742.3258796,668.1674726,660.0618834,531.421448,540.4262771,1494.78522,750.3931599,621.1382983,932.6503234,1546.968542
37,2,E7,15,92.9136009,798.5954845,464.890977,329.6812515,955.3192023,1681.249152,941.3770328,1055.414804,1058.472856,2144.610569,2261.266114,1263.649122,2999.220217,2591.019915,2306.841415,1827.31704,2360.402988,2081.042324,3083.427678,3285.677946,92.9136009,796.1061248,534.8201968,350.2816561,457.6010953,1337.326299,916.2926553,2123.139195,4733.499703,4233.176486,5197.700942,2480.54939,4212.536863,6682.520107,4154.035041,2579.432566,5025.986696,3600.900951,18547.28854,15700.62234,5.613368525,226.5459212,11.18567041,127.0333123,857.5729453,946.4204613,432.8418777,668.1705337,531.1362033,2235.969019,682.6695743,948.2193,838.0057274,822.6790362,471.3969263,230.1086944,495.9794504,1246.553366,935.6581644,962.8046393
38,2,E7,16,5.721837032,63.67406838,162.5837308,689.1198012,1360.28433,1963.450766,1546.346153,1407.647205,685.1487091,664.1032638,1389.875075,1971.799656,1636.97192,1254.902044,3439.774157,1118.089204,2472.75961,1874.676425,2884.856655,923.3313291,5.721837032,63.67406838,408.192595,718.2726426,920.2203522,1708.625025,1897.766314,372.6534523,1030.211932,2317.484117,1910.013812,3185.32751,1923.814192,3021.434819,5037.212549,2035.037956,5122.087137,2277.31894,3036.587854,10988.35013,0.1846807077,15.03291301,15.95545493,81.30455527,203.1677271,1371.498613,1196.007089,160.4079677,645.3191164,615.4501042,1625.415692,492.2519435,304.4023657,362.86188,876.9010863,804.7665596,1639.961121,1583.880822,1830.119841,1232.044667
39,2,E7,17,160.3480751,334.2971209,83.40103925,538.2439728,788.7454361,807.4984105,1456.520609,991.9868133,838.6343757,552.7949961,1774.740138,1853.883732,1132.922487,1460.620521,1215.814641,3124.77294,1928.197663,2083.826334,4301.907141,2057.138404,160.3480751,1126.039017,742.5921592,217.8260502,388.8375945,1213.465487,1541.920592,1298.682668,1031.187089,1311.124289,8564.558004,10891.05587,10259.87871,9362.347062,11662.87314,7634.646762,8568.960756,9764.160347,17986.84026,11900.91861,7.446030419,138.9878223,42.1322396,134.8563054,289.8863512,648.564498,702.4889048,443.0760196,1003.340466,398.1685726,439.4443179,967.5126678,1040.393573,523.4215228,1019.951257,1112.009422,855.5563787,1307.453096,759.2797252,1178.951416
40,2,E7,18,277.8936609,814.5182222,539.427151,470.2507342,1121.749897,1769.802389,2289.193871,1913.025189,1349.395658,734.487123,1337.672666,1158.427673,1414.948328,2034.419338,1837.040644,2981.597985,2790.247285,2323.606198,1653.760031,2505.944463,277.8936609,1259.350573,526.9911377,496.1717832,1091.430238,1037.822663,1705.349792,1431.633729,5195.031659,1991.56002,10998.96894,9609.987484,11326.72198,14997.74683,11420.20674,6289.271938,14676.18349,18045.15854,8954.16259,13413.5098,29.13923915,120.3569628,131.9434035,137.9980104,328.8425163,413.0504436,409.3882035,754.8737896,554.2408423,433.1685205,458.4404713,550.0981028,467.1827344,281.4370976,1045.122663,1224.633289,1235.184281,1740.877638,1468.344454,978.8027545
41,2,E7,19,75.28943049,753.5074075,599.3064356,461.5335495,541.6023081,1357.488229,913.5857808,794.9023026,871.2532014,770.2882383,1688.470204,2186.566006,1425.854858,2530.180221,2246.758192,3609.127874,1764.29674,3191.102266,2433.161012,2767.422911,75.28943049,696.5104126,605.0189297,355.1114542,673.3761787,1549.134875,3677.973152,1928.197908,1480.771821,10904.32645,2052.50638,2160.442492,3731.790389,20284.41603,4428.210478,11381.88751,14692.94564,2096.260788,6595.888991,12820.84723,45.1723058,1065.288887,157.2680879,66.16315006,86.53403885,1028.078371,666.940541,990.078256,1771.943379,911.0108795,1800.008163,2033.981686,1464.274012,1092.833655,1390.827676,1486.822966,2602.277268,1345.042454,1545.193202,3196.827707
42,2,E7,20,83.3899461,680.0053897,128.5588155,537.1372627,577.915173,1526.401201,1397.678308,1256.846245,1656.634571,1652.56249,1639.23939,2236.887393,1741.54164,2323.341814,1498.083301,1878.533619,1215.715296,2081.466066,2633.839784,1714.055916,83.3899461,599.5484522,123.5040184,447.1003106,471.4766198,1141.631551,1451.256071,882.4809197,1638.779259,1018.716465,3840.57414,2370.000364,11267.2138,3689.124243,4657.109044,3591.990542,2275.925174,4135.391349,7955.534679,4306.179259,10.45872089,321.7332221,10.49196499,32.93071683,354.4573226,873.4546348,238.2951425,157.4396312,417.7048929,1144.666715,471.4496977,408.9131293,519.790833,1048.039371,1228.533686,722.4226752,1308.996335,857.9082278,848.0707511,810.6685856
43,2,E7,21,25.70166162,808.7399079,221.351991,241.4923045,1024.068572,860.7020134,1075.835245,1783.218545,1013.116542,1674.895654,2049.312427,2083.833965,1050.830677,1608.529351,1968.542766,1696.664587,2111.297787,1852.764477,2667.42163,2118.673824,25.70166162,809.6000462,456.356269,611.4538463,800.9564114,859.5756949,1047.961904,4040.476481,3896.15364,17781.0738,14697.30212,7680.359665,5886.972209,7274.161282,7818.852051,7306.159329,8332.777986,36811.66402,49484.98641,46045.97973,3.472373728,199.0379245,64.73788336,65.29450883,167.4100278,195.1784037,347.825672,856.8442412,497.7052629,1299.085558,429.9254088,401.7044009,1362.773168,548.381316,1310.499075,484.1532875,1006.395308,411.0967155,2485.660682,1922.398242
44,2,E7,22,362.7778931,951.7181821,354.415905,525.1690041,1114.251357,1087.200496,1129.065376,1612.053104,1545.08304,1627.360135,2558.80789,1510.099668,2100.706589,3131.341837,2841.478086,2210.861986,1546.305508,3591.547402,3163.48269,3179.053554,362.7778931,1258.682329,347.0507104,582.3602774,823.2235294,5292.556438,961.5448288,1500.210227,6434.891894,3631.759524,7229.21323,6803.64389,4987.590984,6575.699693,3618.637545,5035.701297,10634.9649,5230.866999,20580.94526,46744.5871,9.746157814,58.14523027,25.13062478,416.3821847,161.710444,870.5384719,709.3434162,714.1554946,257.5948082,2637.35897,354.4565466,2079.318822,1060.674971,1053.244434,1635.57061,917.6891262,869.2250129,2136.279731,562.1008581,1623.83636
45,2,E7,23,311.7322171,795.1906407,248.7081334,338.026009,1072.693448,1094.004974,878.3933298,1959.721541,1206.824783,1506.605325,2318.24153,2384.777668,2749.256695,2683.454718,2275.86416,1595.226227,3078.77275,1983.599886,2442.760812,2175.287645,311.7322171,795.1906407,232.8655756,343.7519018,644.7514592,1319.44303,2854.574641,2928.277816,6348.650859,4740.99483,3780.639211,4641.46908,6646.423909,6859.651467,7088.644257,7051.267304,3951.549669,96718.95918,8703.042735,21654.65217,77.9769169,177.07566,443.741985,74.23923094,577.9006341,197.3364868,508.167501,905.9691819,450.5006135,1006.816003,228.3398147,825.3150844,1266.593442,1009.595894,1454.597556,1324.979461,1242.110662,1168.123199,922.0170153,1700.714812
46,2,E7,24,11.44691743,784.2850035,395.0858845,394.037859,947.2144975,1876.263693,884.8523016,1142.6464,1161.207388,1918.366982,1699.05383,1373.491261,1445.896939,1454.651434,1932.165899,2617.641452,2113.324102,1638.733805,3316.088846,2521.085326,11.44691743,499.9764394,179.8008662,404.0561322,691.0054705,8516.988779,2486.199359,1633.594578,8797.874842,9209.535784,10147.21814,4272.91137,4390.790742,52118.37015,5858.977254,5298.393018,2638.571196,3897.965687,10821.63426,17185.83037,1.313651824,234.5965015,24.92670669,40.56691166,240.0958137,364.8821077,471.8033146,314.9851234,620.4608326,516.3277315,588.2419651,906.1192131,1373.330461,1512.026578,1134.674886,1824.604745,843.24464,1041.590582,2313.239766,1984.018292
47,2,E7,25,9.9646407,705.1531626,345.8610841,875.875079,919.9626381,2182.413484,419.8689948,1480.036154,769.0882588,1363.076003,1161.233011,2595.47593,1278.148972,1668.562317,821.9632188,1240.040542,2046.710161,2143.552935,2364.917127,1968.291056,9.9646407,690.5203857,343.1212534,912.6007229,418.0520415,1739.792995,2524.877588,4943.780419,3948.184013,3633.18694,3974.002998,7846.900981,2235.089717,2520.108127,2543.28188,2553.212304,9287.926389,12719.49773,2963.627111,2480.780517,2.38726473,297.9027448,660.4587383,226.4040356,109.8855568,1090.605764,840.887028,1232.19207,395.5057664,371.0795833,467.2854472,1357.594787,1002.427437,808.4874493,660.031847,1463.97265,1100.473666,640.7078954,850.3788549,1429.497961
48,3,x5,1,303.6906292,1119.969944,567.3541119,863.1372375,1752.598838,3405.712198,1349.858903,1042.497044,1478.952484,3740.725467,1616.597758,2922.821119,2295.086793,2054.44677,2928.279405,2330.469777,3007.045294,3642.27068,2748.610374,4927.468993,303.6906292,1113.634431,563.6894065,1121.522572,1009.688907,2221.994209,6466.271427,2709.712411,3362.864145,3495.086979,9832.661438,20932.71194,21012.17442,21912.14512,10730.06584,8090.80655,6888.229564,6439.42062,5900.895129,10579.65972,25.15549944,266.0933664,275.9453229,741.0804866,147.2252682,849.1588136,1079.76825,881.042059,972.3797397,1199.78334,2789.792435,2264.213976,1133.852785,2275.959338,3860.152998,2395.181806,1529.766186,2165.90149,1657.004114,2212.216306
49,3,x5,2,2183.279259,3139.078196,3737.048135,7487.956126,3325.358474,5826.536036,10540.05662,3575.873482,5352.658934,8888.229361,6697.313987,5288.584053,10589.68648,12106.09162,13116.96533,10005.5716,11644.1795,8597.823744,9342.041851,10629.10371,2183.279259,2946.777746,1273.438121,18258.72669,19274.70028,9450.341145,7550.121339,6678.620351,34485.58245,28816.15861,12076.61442,15319.53087,44026.8002,52628.69595,48278.09685,21131.62164,32835.96397,60896.17372,70353.24753,45351.04956,453.2453069,746.1933345,4190.04445,924.9617969,3256.365567,2007.092607,1637.133568,1908.280203,2451.037617,5431.736231,4925.301475,7095.542206,3247.102019,3064.160315,4920.834195,7748.21631,7541.977814,13100.87076,3933.613075,5128.964644
50,3,x5,3,4342.699637,6759.426713,3689.869842,4153.119741,8131.177664,8978.202169,8673.405865,6856.717196,4664.976914,9995.383533,6059.889102,4089.111834,5288.34613,16011.26516,4026.729697,12491.09168,14139.14478,15100.54779,9065.700835,9094.695065,4342.699637,6759.426713,8769.395536,7469.058043,10991.02122,5250.580241,9743.259751,19413.00659,16594.00301,14957.61062,21919.88447,16164.51936,24193.41204,19013.55166,30495.87494,20680.19331,20701.01803,27689.78873,26166.56382,10857.17194,219.08071,1118.305623,3361.106535,3050.679911,2718.987388,2179.119636,1256.321676,1023.356195,6344.377154,3725.381897,1879.426009,1576.687426,1912.564696,8298.762399,3025.719251,5007.705997,4917.750959,3487.21726,2635.225282,5017.553068
51,3,x5,4,1782.920968,4463.96056,3263.087763,2162.846305,2639.893893,13829.2099,15565.10248,7464.000868,7268.377644,12781.73904,9287.869231,12239.61621,11276.92303,12549.93483,16605.57186,14234.62084,11234.18409,10224.76567,11248.8293,4956.793938,1782.920968,4780.434193,3171.901351,3005.5389,8596.171602,6375.700401,6206.197067,15627.54474,9627.592064,9106.346307,11515.41824,6911.47163,9253.891002,15862.95678,23022.98727,48092.41127,24901.88873,20612.77407,19770.61558,14584.66997,313.0517306,411.9926473,2429.199558,4539.196403,4353.742293,3231.659406,2979.43574,2004.207297,6450.167312,6606.925336,7158.361062,12234.31268,3382.65089,13707.76177,1813.99093,12077.71123,7634.691897,4236.293511,4936.956583,13905.46317
52,3,x5,5,963.1200897,3461.436532,3772.860675,6356.757431,5636.952821,4925.632116,11629.06553,6623.89224,7915.872282,6434.162736,6753.414721,4592.37248,9586.10177,9141.865935,5911.25708,3934.661987,7849.643026,8344.047976,6950.742276,10566.61127,963.1200897,4842.543556,6631.060505,16114.1999,25708.97306,17894.52345,14745.57466,41893.96109,44304.96897,48535.31249,38715.1648,102545.6103,141985.9441,62865.24816,122895.1032,64225.74537,138405.0194,83740.43299,249081.6227,56558.46029,336.0898587,1016.997339,1125.450802,2170.448816,572.6859628,2569.239242,3345.811432,2268.012805,2317.819306,4513.123844,2171.610933,1555.394845,4698.214458,5965.317582,4853.858247,2339.13266,3227.324575,5136.348968,3006.118739,2324.561946
53,3,x5,6,10.30387092,947.373323,1632.763579,1405.92779,1249.391709,4576.775396,8144.293966,7249.124632,6517.32459,10535.17637,5444.730925,13741.79648,4155.429332,9156.78853,12076.43483,4771.941066,6195.738739,14287.83879,5059.693901,5694.395026,10.30387092,146.0458242,1421.525627,8268.230977,8269.947704,17242.16113,27151.55435,20414.98919,30182.85326,57054.87201,45343.36373,32403.49766,40430.93782,43017.79826,21279.32478,52948.50081,65584.74218,48249.11369,67733.82431,24412.10559,1.559796837,86.11592927,246.8266018,248.3037384,1222.306059,606.9776396,3444.201614,3234.917182,1457.68739,1867.426615,1318.861219,4309.857881,1936.307792,1772.695261,2440.489438,5082.664759,3701.764831,2629.278425,2116.531558,7728.37468
54,3,x5,7,54.97247583,500.2363749,4474.780073,1636.319197,1672.884238,4592.211785,3181.261127,4471.801652,15131.89752,10522.10528,9229.195829,7285.697847,10344.62011,13807.21418,10523.48356,15769.37937,7046.703291,11014.28104,15132.11263,12676.26997,54.97247583,16643.94541,15757.31022,19925.27982,23553.51507,29306.93116,26338.86489,24840.34614,37947.03015,27834.0545,25283.50301,30548.34561,50797.88448,46115.50201,63348.94326,29373.05417,63078.39712,41874.40652,33740.91806,63513.17096,8.40102573,1387.478049,942.9188824,17172.92473,913.992195,323.5837977,2407.751463,21436.97098,5498.80399,15426.71351,5024.672851,3395.715998,9192.229967,1407.88117,5513.737385,3902.79107,8091.95934,9538.348664,8607.970954,9548.579645
55,3,x5,8,1283.794655,4106.325618,1688.482097,4632.827888,1708.693899,9288.446134,5379.766405,5504.38318,8209.224951,12040.29991,8981.059358,3725.37509,5574.156497,14146.0236,9960.685953,15438.93631,17191.80367,10241.3415,16705.20137,20834.74958,1283.794655,3131.608304,11460.10614,13172.71155,39997.05338,22370.59632,8563.868673,43945.41049,9214.17398,78463.58376,62185.25091,41430.02836,109493.4843,69243.56769,106201.1582,133694.1833,34400.70562,97330.86968,65066.85487,100781.8192,88.82556488,1089.474933,97.03166559,1158.921021,434.6989763,515.6779944,442.4012718,1033.696738,1016.31817,851.9798318,3141.84665,910.9258397,14545.14189,1634.045469,10802.50013,2261.648767,1527.945265,14371.19287,3098.265439,11499.39321
56,3,x5,9,262.9028626,4529.441256,3824.335455,4627.472014,7706.51383,9262.443483,13532.38097,23258.9786,9062.221175,17494.7799,14443.54577,13555.47268,13331.00402,16190.23407,14938.03488,14050.17363,20176.32503,12453.01518,17278.88305,15875.22016,262.9028626,465.4086137,9780.829643,9166.685335,13974.09499,9932.224679,23973.04209,11754.34354,41955.0935,25366.00747,76979.42325,13811.32125,32179.00658,24880.81514,27591.82248,22864.70759,22466.7149,22486.23853,22349.94036,82906.28583,18.51415742,1530.113456,231.0191303,1655.626123,2664.252028,6588.674109,16203.21774,3871.668488,12652.99444,16758.16286,7252.451293,14143.62718,12671.9546,34078.30657,53976.21215,13329.47264,18447.62741,17963.63935,12613.59169,37924.92187
57,3,x5,10,2636.300668,15244.78182,17687.36122,18871.24792,9480.496294,5908.085276,2728.320734,12842.84836,12663.47397,14331.70214,16050.01773,16346.38315,13428.83587,7051.964461,10628.12804,15346.94251,6423.531661,13568.58981,17043.03864,21045.30909,2636.300668,1629.226964,19738.54343,8484.553832,3813.050642,20239.55619,28959.30759,27730.27639,18941.94706,29965.76821,17898.68702,22451.59238,10193.67967,19377.93101,28929.83016,23620.94477,24261.65216,19993.33015,67726.28873,49467.57278,157.9873345,1618.484135,2111.729971,5087.647189,6800.174422,3854.693522,12780.22247,29504.27557,17946.1933,3039.501259,9654.221799,6868.43537,9577.774054,18563.7721,10826.40946,7537.810705,8788.876792,8076.213195,15127.89192,6686.245542
58,3,x5,11,9.547058206,2709.287338,13011.55175,6247.577096,9834.932445,9981.275578,21807.56908,5177.625112,8827.096616,5721.057893,5017.458936,18631.5566,18174.52996,12469.46727,18257.81509,11258.46083,21883.21384,25323.67547,9515.207711,20336.0885,9.547058206,2353.226015,3273.745263,3601.71955,6519.540945,9551.908983,24668.65559,34872.08785,12089.1061,27863.62039,27644.44664,22458.6686,17661.30268,29496.12343,17919.90127,25531.27794,22834.60755,110657.7507,41056.51547,56889.86225,15.8901824,3069.71699,1855.804199,10773.40149,8029.542327,10110.07756,4848.455783,3607.618067,7824.448999,4403.05563,21044.25339,16921.19527,7141.622343,3146.113804,4594.449367,6332.306446,5947.262821,13515.16022,11832.85365,7295.991902
59,3,x5,12,4070.201873,3538.333158,7478.886999,4635.404699,4985.052998,4909.019206,6783.828266,7442.692554,15134.21694,8433.364611,15331.02054,19564.07786,14496.06245,22299.41942,22776.85548,9087.890205,29526.97423,22481.61326,28838.20174,42945.77425,4070.201873,4242.267481,6501.834089,4989.660107,14436.73445,5554.504094,13933.23528,21484.99003,21332.4466,16369.99504,12084.87175,29345.4306,27868.92287,15066.95342,29708.49601,32544.98925,47082.19683,35345.41915,102719.9919,46710.62056,1499.645422,1260.164288,5214.749947,3574.636438,4050.582617,4592.22271,4820.653483,4188.000231,6468.071872,10683.33569,12168.44854,12077.04964,7406.99227,14483.46262,13352.56527,4207.880944,9753.382451,33618.6578,18097.24289,2483.12578
60,3,x5,13,440.2752802,2849.164395,2939.259857,7206.158704,10836.82553,12380.94255,5142.555971,10151.14795,8831.881199,16553.92904,4638.053596,6784.162319,20774.16902,12720.42011,22735.10698,22165.37142,11555.15618,6788.066254,13891.48771,14894.82855,440.2752802,3169.246618,5289.584474,5632.807713,63342.00308,40673.91305,10635.28565,19511.24711,62048.61833,14037.22508,25089.33046,23434.25567,30474.99282,28270.95748,14627.66564,77642.87812,34998.44965,62990.46714,15204.62021,35799.70312,62.59531704,307.1423476,615.5580318,908.5052749,1129.930809,873.2399918,820.2975589,1998.411357,888.7538665,1691.26291,7540.29612,4091.428548,4723.709836,5136.677378,10549.66215,2129.034008,2300.639031,3545.808367,2315.179985,6132.906896
61,3,x5,14,657.6901744,2682.892525,919.2539756,2432.585134,1193.054841,1835.73288,6180.278334,1861.666685,5278.280513,8946.084632,2301.926136,5585.597292,7542.95731,8163.269507,9074.942566,6243.807313,9054.551214,7326.144224,11881.05728,26422.12428,657.6901744,14398.17037,16377.28874,18598.1794,20791.60271,42589.80198,70986.36242,68838.80943,55236.48679,80211.37277,45751.43703,188358.459,104646.255,163557.0404,48665.93203,108164.2676,156457.1235,113837.3918,55010.22986,153523.6986,47.15103944,305.3308187,239.6033114,341.2099941,366.2646152,2719.107527,1226.177321,2154.989944,3188.999978,2436.72325,463.9406133,2363.432204,1432.455341,2262.763591,4018.632665,2529.325988,9099.852211,2653.373126,3478.078805,3060.555545
62,3,x5,15,463.7938487,3122.949951,1434.851789,1376.439122,4186.673314,4622.045773,4957.137292,1112.967051,3578.967392,3905.75022,8974.791126,7412.394482,11971.9296,16696.00303,10429.90449,10337.90596,9241.050764,9472.336726,14010.63593,8717.219416,463.7938487,1591.949345,4059.441301,23040.71748,1591.20517,3273.491579,5800.358685,72603.90064,29856.29074,29622.59266,12692.23897,16092.96954,22477.40663,110624.9973,24238.20014,26328.99394,17297.26613,95093.46103,84725.68263,68922.10655,247.4685659,1467.170922,173.1964968,400.4129067,2651.461131,1318.882549,1674.743504,9387.470289,2131.357024,3255.757309,11080.05816,2196.649677,4648.180979,6553.089505,8761.576467,14951.03346,7325.345482,4865.114175,11374.13496,15481.7826
63,3,x5,16,1438.964034,6984.482705,708.0560754,4971.79826,2512.88318,2554.834122,11582.91883,4067.357221,4265.683375,6059.148475,6392.174481,8178.167221,16222.63825,7049.620358,8090.957158,11424.49613,7819.486565,8828.247256,10482.0593,11808.4503,1438.964034,7587.776764,161885.0056,73110.9884,96240.95063,2051.066717,29177.72133,35644.83244,167310.6676,8927.291692,57880.77208,174434.9604,28616.34766,18688.38062,17721.88378,37768.68785,68267.75633,131367.8872,44450.15413,47557.05204,834.7957605,4963.499763,4053.45209,317.697064,3304.183851,6931.627268,3756.813323,4075.871774,7493.735627,6415.025053,4827.132775,6493.250152,5791.490638,15822.40676,2464.498885,14224.18928,13046.89404,3531.084388,11420.61609,4896.686454
