number,classNumber,className,numberInClass,1 V,2 V,3 V,4 V,5 V,6 V,7 V,8 V,9 V,10 V,11 V,12 V,13 V,14 V,15 V,16 V,17 V,18 V,19 V,20 V,21 V,22 V,23 V,24 V,25 V,26 V,27 V,28 V,29 V,30 V,31 V,32 V,33 V,34 V,35 V,36 V,37 V,38 V,39 V,40 V,41 V,42 V,43 V,44 V,45 V,46 V,47 V,48 V,49 V,50 V,51 V,52 V,53 V,54 V,55 V,56 V,57 V,58 V,59 V,60 V
32,2,E7,10,-0.9866,-0.88712,-0.95271,-0.96176,-0.96252,-0.86863,-0.88127,-0.83556,-0.89196,-0.91003,-0.97068,-0.89031,-0.93532,-0.93325,-0.91157,-0.90752,-0.90083,-0.88301,-0.94175,-0.95732,-0.9866,-0.99185,-0.99611,-0.99708,-0.9924,-0.99258,-0.98798,-0.97931,-0.99038,-0.9826,-0.99184,-0.97416,-0.99418,-0.95862,-0.97912,-0.98358,-0.9641,-0.97144,-0.95025,-0.95801,-0.99562,-0.95324,-0.89575,-0.9865,-0.96899,-0.839,-0.80031,-0.96287,-0.81293,-0.94017,-0.93685,-0.75519,-0.84482,-0.82352,-0.902,-0.91133,-0.9715,-0.86926,-0.9532,-0.83099
33,2,E7,11,-0.96034,-0.94688,-0.91915,-0.94076,-0.8824,-0.89374,-0.889,-0.88801,-0.86918,-0.91049,-0.95907,-0.85149,-0.91298,-0.95628,-0.93589,-0.94372,-0.82114,-0.83852,-0.91555,-0.87425,-0.96034,-0.99351,-0.99406,-0.99455,-0.98861,-0.99412,-0.98969,-0.99073,-0.98989,-0.99686,-0.95259,-0.97481,-0.9537,-0.97576,-0.96575,-0.98303,-0.96009,-0.99951,-0.9509,-0.95831,-0.99138,-0.89718,-0.9968,-0.97696,-0.9434,-0.83672,-0.94241,-0.95736,-0.79777,-0.8977,-0.89989,-0.81186,-0.89639,-0.87116,-0.90083,-0.74982,-0.95371,-0.86102,-0.88824,-0.72945
34,2,E7,12,-0.97501,-0.94584,-0.95832,-0.95604,-0.93078,-0.92065,-0.86782,-0.85829,-0.90189,-0.92944,-0.94777,-0.94538,-0.94215,-0.97514,-0.98079,-0.88212,-0.8456,-0.97751,-0.96246,-0.925,-0.97501,-0.9944,-0.99693,-0.99607,-0.991,-0.99505,-0.99334,-0.98058,-0.99766,-0.99359,-0.99984,-0.96233,-0.96914,-0.97011,-0.97192,-0.96185,-0.96703,-0.9669,-0.97655,-0.9399,-0.99839,-0.98152,-0.99881,-0.98838,-0.9519,-0.86794,-0.94256,-0.95311,-0.95295,-0.92264,-0.90042,-0.88224,-0.97975,-0.85445,-0.96821,-0.80591,-0.97019,-0.93262,-0.97586,-0.90423
35,2,E7,13,-0.99995,-0.99692,-0.95032,-0.96841,-0.93864,-0.93584,-0.89986,-0.83584,-0.88967,-0.91418,-0.95511,-0.89758,-0.90013,-0.97782,-0.96331,-0.99732,-0.91925,-0.95163,-0.94907,-0.94107,-0.99995,-0.99291,-0.99823,-0.99726,-0.99081,-0.99429,-0.99053,-0.98605,-0.99514,-0.9921,-0.99278,-0.99361,-0.97942,-0.99572,-0.99396,-0.99293,-0.97401,-0.99483,-1,-0.98527,-0.99999,-0.99226,-0.90039,-0.99101,-0.96424,-0.97407,-0.8814,-0.88469,-0.96068,-0.95122,-0.95547,-0.89459,-0.96578,-0.88038,-0.95837,-0.96764,-0.96428,-0.9492,-0.9534,-0.90514
36,2,E7,14,-0.9928,-0.98173,-0.94345,-0.9372,-0.92259,-0.94905,-0.878,-0.83741,-0.85219,-0.92716,-0.94672,-0.82017,-0.84871,-0.89464,-0.9301,-0.85265,-0.93064,-0.93129,-0.86055,-0.91714,-0.9928,-0.99801,-0.99587,-0.99472,-0.98407,-0.99233,-0.99373,-0.98936,-0.99321,-0.99848,-0.95994,-0.98148,-0.98587,-0.98855,-0.98215,-0.97842,-0.96926,-0.98542,-0.94932,-0.99132,-1,-0.99129,-0.88628,-0.98625,-0.95595,-0.89956,-0.87511,-0.9299,-0.91339,-0.93346,-0.86289,-0.84649,-0.95001,-0.91056,-0.92758,-0.90342,-0.96388,-0.95289,-0.92949,-0.94827
37,2,E7,15,-0.91761,-0.92206,-0.96071,-0.96389,-0.93565,-0.90547,-0.89478,-0.79935,-0.88607,-0.88208,-0.94102,-0.91427,-0.92018,-0.97251,-0.93617,-0.95263,-0.93458,-0.96156,-0.96402,-0.92574,-0.91761,-0.98855,-0.99679,-0.99679,-0.99284,-0.97664,-0.95824,-0.98514,-0.99087,-0.97317,-0.97262,-0.96028,-0.98293,-0.99079,-0.9548,-0.98419,-1,-0.95819,-0.99826,-0.98281,-1,-0.99443,-0.97025,-0.97835,-0.8985,-0.98102,-0.97422,-0.902,-0.97655,-0.88227,-0.92007,-0.90007,-0.8831,-0.86698,-0.95457,-0.91339,-0.93224,-0.9182,-0.96126,-0.94791
38,2,E7,16,-0.87939,-0.82141,-0.84956,-0.95994,-0.87113,-0.96887,-0.91686,-0.95013,-0.87896,-0.87375,-0.95368,-0.90987,-0.95863,-0.98823,-0.95054,-0.9671,-0.95484,-0.95563,-0.90786,-0.92887,-0.87939,-0.98283,-0.99737,-0.99637,-0.99219,-0.99537,-0.99769,-0.99046,-0.99501,-0.99632,-0.99924,-0.99446,-0.99166,-0.94991,-0.9996,-0.99276,-0.99499,-0.98985,-0.99842,-0.98892,-0.86298,-0.92452,-0.74778,-0.97097,-0.94373,-0.91996,-0.91774,-0.81496,-0.90864,-0.9373,-0.87093,-0.86323,-0.96691,-0.8469,-0.9352,-0.88641,-0.97257,-0.97665,-0.87387,-0.86828
39,2,E7,17,-0.98053,-0.99241,-0.98453,-0.94812,-1,-0.94042,-0.86312,-0.93214,-0.96251,-0.95883,-0.96626,-0.93285,-0.94606,-0.94958,-0.9702,-0.95426,-0.8652,-0.93475,-0.97553,-0.93264,-0.98053,-0.99835,-0.99869,-0.9969,-0.99435,-0.99292,-1,-0.99879,-0.99892,-0.99871,-1,-0.98325,-0.97102,-0.98714,-0.95634,-0.95353,-0.94412,-0.96037,-0.97012,-0.94252,-0.99306,-0.99843,-0.99095,-0.97335,-0.95484,-0.92821,-0.8426,-0.93272,-0.96842,-0.9365,-0.92916,-0.87991,-0.94566,-0.89992,-0.96243,-0.93979,-0.98167,-0.94827,-0.97736,-0.91599
40,2,E7,18,-0.98596,-0.99538,-0.93424,-0.98242,-0.95071,-0.94718,-0.96994,-0.86153,-0.97504,-0.97008,-0.94912,-0.93882,-0.94154,-0.95216,-0.94244,-0.95416,-0.9579,-0.97623,-0.94487,-0.87977,-0.98596,-0.99862,-0.99517,-0.99793,-0.99383,-0.99793,-0.99514,-0.98201,-0.99648,-0.99442,-0.95417,-0.96906,-0.95128,-0.95252,-0.95589,-0.98537,-0.96088,-0.91707,-0.90263,-0.97723,-0.99938,-0.99955,-0.88006,-0.99517,-0.97349,-0.90215,-0.95193,-0.98727,-0.97204,-0.92015,-0.95006,-0.96454,-0.8936,-0.91365,-0.91361,-0.90056,-0.95277,-0.96623,-0.95527,-0.93045
41,2,E7,19,-0.99977,-0.9756,-0.97226,-0.97138,-0.93641,-0.91781,-0.94668,-0.88785,-0.8976,-0.97948,-0.96692,-0.90336,-0.98773,-0.98073,-0.97471,-1,-0.99474,-0.92652,-0.96901,-0.83333,-0.99977,-0.99669,-0.99773,-0.99523,-0.98536,-0.99349,-0.99013,-0.99398,-1,-1,-0.96794,-0.97062,-0.9692,-1,-0.98452,-0.95448,-0.93261,-0.97194,-0.93599,-0.96811,-0.99996,-0.95609,-0.99604,-0.98386,-0.92318,-0.83184,-0.95811,-0.88168,-0.93463,-0.8836,-0.88497,-0.79236,-0.91683,-0.74633,-0.97965,-0.94377,-0.97473,-0.9636,-0.92303,-0.93273
42,2,E7,20,-0.85552,-0.79517,-0.82622,-0.93938,-0.83962,-0.86679,-0.82751,-0.85277,-0.94038,-0.95945,-0.96973,-0.94243,-0.97426,-0.98528,-0.94978,-0.94352,-0.89227,-0.95494,-0.87675,-0.86615,-0.85552,-0.98042,-0.99378,-0.9942,-0.98925,-0.9898,-0.98597,-0.98835,-0.99867,-0.99707,-0.96441,-0.78868,-0.99157,-0.99147,-0.99496,-0.99043,-0.9453,-0.9733,-0.93307,-0.95372,-0.93589,-0.96062,-0.99094,-0.99293,-0.89905,-0.81595,-0.9247,-0.95881,-0.90799,-0.96401,-0.95631,-0.8918,-0.93252,-0.98674,-0.99177,-0.82452,-0.98311,-0.98979,-0.95677,-0.87708
43,2,E7,21,-1,-0.96823,-0.96056,-0.94722,-0.90769,-0.89409,-0.91235,-0.95586,-0.97562,-0.89394,-0.96565,-0.9691,-0.92971,-0.97138,-0.94805,-0.96997,-0.90655,-0.98844,-0.90886,-0.91392,-1,-0.99615,-0.99678,-0.99533,-0.98987,-0.98873,-0.98758,-0.97319,-0.99165,-0.92464,-0.95455,-0.96523,-0.92825,-0.96266,-0.954,-0.95803,-0.99841,-0.9647,-0.96193,-0.84942,-1,-0.99039,-0.98151,-0.98166,-0.98254,-0.94121,-0.92407,-0.96138,-0.90634,-0.96558,-0.90858,-0.81227,-0.96143,-0.95372,-0.98392,-0.98522,-0.95283,-0.99942,-0.96191,-0.96488
44,2,E7,22,-0.97179,-0.91582,-0.93695,-1,-0.96786,-0.96674,-0.96162,-0.92003,-0.90494,-1,-0.97661,-0.91199,-0.91686,-0.97516,-0.94714,-0.98478,-0.896,-1,-0.92744,-0.93826,-0.97179,-0.99154,-0.99618,-0.99938,-0.99261,-0.9952,-0.99531,-0.99501,-0.98324,-0.97968,-0.99615,-0.9939,-0.9824,-0.966,-1,-0.96281,-0.99747,-0.98929,-0.58538,-0.96626,-0.99873,-0.9832,-0.78305,-0.98763,-0.93632,-0.95108,-0.92381,-0.94956,-0.92118,-0.9492,-0.85274,-0.87947,-0.95414,-0.84436,-0.91463,-0.92141,-0.95331,-0.87846,-0.94452,-0.92801
45,2,E7,23,-0.93856,-0.87383,-0.91028,-0.97572,-0.93574,-0.94996,-0.92087,-0.87987,-0.95886,-0.94101,-0.96629,-0.91512,-0.91022,-0.93839,-0.92152,-0.92405,-0.95882,-0.94146,-0.93058,-0.97614,-0.93856,-0.98755,-0.99758,-0.99654,-0.98889,-0.99532,-0.99803,-0.9759,-0.98472,-0.95463,-0.9872,-0.96164,-0.98542,-0.95811,-0.97335,-0.9732,-0.98506,-0.9595,-0.98751,-0.96492,-0.99092,-0.96494,-0.97141,-0.99229,-0.96651,-0.93793,-0.86672,-0.98211,-0.94552,-0.9416,-0.97855,-0.85766,-0.96114,-0.83754,-0.94339,-0.80256,-0.96795,-0.93143,-0.85924,-0.92709
46,2,E7,24,-0.89935,-0.82498,-0.88043,-0.9787,-0.8698,-0.88852,-0.88168,-0.93146,-0.99233,-0.9515,-0.97758,-0.9729,-0.97112,-0.96784,-1,-0.98211,-0.957,-0.97874,-0.96471,-0.93345,-0.89935,-0.98315,-0.99114,-0.99802,-0.98898,-0.99332,-0.98268,-0.92784,-0.9637,-0.99634,-0.99554,-0.93496,-0.99228,-0.96928,-0.99789,-0.98728,-0.97917,-1,-0.59819,-0.98052,-0.94161,-0.96269,-0.95468,-0.9971,-0.96462,-0.89674,-0.91777,-0.94048,-0.97313,-0.98213,-0.97669,-0.95445,-0.91385,-0.95429,-0.9564,-0.9191,-0.98168,-0.97244,-0.99307,-0.91686
47,2,E7,25,-0.9985,-0.89754,-0.98521,-0.97553,-0.85096,-0.91234,-0.90501,-0.91036,-0.92796,-0.92462,-0.97667,-0.98082,-0.95499,-0.99459,-0.97748,-0.99325,-0.94412,-0.96725,-0.95723,-0.8538,-0.9985,-0.98974,-0.9972,-0.99549,-0.99135,-0.99503,-0.99708,-0.99561,-0.98673,-0.99966,-0.99834,-0.98,-0.97995,-0.99736,-0.99996,-1,-0.99742,-0.99739,-0.93773,-1,-0.99982,-0.93144,-0.96853,-0.99421,-0.97564,-0.94189,-0.91405,-0.97262,-0.79794,-0.89434,-0.93564,-0.9114,-0.91133,-0.93945,-0.96979,-0.91742,-0.96264,-0.9956,-0.98188,-0.94647
48,3,x5,1,-0.89003,-0.88771,-0.93226,-0.96512,-0.76346,-0.86442,-0.85181,-0.85879,-1,-0.89139,-0.92605,-0.92436,-0.80823,-0.92874,-0.92382,-0.94143,-0.8316,-0.93901,-0.81971,-0.84956,-0.89003,-0.98885,-0.99496,-0.99751,-0.99029,-0.99899,-0.9866,-0.98789,-0.93481,-0.99938,-0.94497,-0.93498,-0.94159,-0.95626,-0.93466,-0.95385,-0.96507,-0.96559,-0.92643,-0.96321,-0.9733,-0.94603,-0.89921,-0.9918,-0.97191,-0.9228,-0.88149,-0.92922,-0.96321,-0.86938,-0.70458,-0.79493,-0.9196,-0.77285,-0.91535,-0.83263,-1,-0.89034,-0.90936,-0.83908
49,3,x5,2,-0.2909,-0.18892,-0.84968,-0.68671,-0.8273,-0.84504,0.15684,-0.42248,-0.69458,-0.29773,-0.84694,-0.14523,-0.6605,-0.85074,-0.51019,-0.54492,-0.13507,-0.43784,-0.7023,-0.44446,-0.2909,-0.91884,-0.95108,-0.96318,-0.77037,-0.80835,-0.94789,-0.90412,-0.81222,-0.92462,-0.87645,-0.86599,-0.7767,-0.73939,-0.75272,-0.79992,-0.82952,-0.82902,-0.81752,-0.76174,0.13739,-0.76598,-0.18656,-0.9787,-0.80045,-0.22817,1,-0.70749,-0.57948,-0.72534,-0.072691,-0.61088,-0.065864,-0.8064,-0.19912,-0.56152,-0.80066,0.99768,-0.88022,-0.58238
50,3,x5,3,0.35652,0.17022,-0.60131,-0.66009,-0.38516,-0.49429,-0.61537,-0.43964,-0.62587,-0.40271,-0.82542,-0.45085,-0.60474,-0.92078,-0.16515,-0.6703,-0.50847,-0.69747,-0.56304,-0.14037,0.35652,-0.89284,-0.96513,-0.96296,-0.92583,-0.96513,-0.95268,-0.94539,-0.96801,-0.91827,-0.89779,-0.90593,-0.93881,-0.88903,-0.94704,-0.84461,-0.87574,-0.89281,-0.87548,-0.82347,0.28821,-0.64621,-0.50502,-0.79225,-0.54074,-0.45295,-0.022035,-0.22365,-0.57333,-0.41383,-0.46676,-0.33943,-0.77498,-0.33008,-0.54669,-0.90302,-0.66955,-0.50149,-0.6952,-0.93738
51,3,x5,4,-0.5344,-0.63638,-0.38711,-0.93956,0.28326,-0.46208,-0.64308,-0.45648,0.095323,-0.0035095,-0.29951,-0.21082,-0.43835,-0.51582,-0.15303,-0.23133,0.13618,-0.32122,0.43411,0.58556,-0.5344,-0.91623,-0.99419,-0.93197,-0.89838,-0.98569,-0.95575,-0.85149,-0.98024,-0.94495,-0.92229,-0.87493,-0.91791,-0.84965,-0.96925,-0.54692,-0.91588,-0.4997,-0.89226,-0.93255,-0.82977,-0.97215,-0.85239,-0.83402,-0.72597,-0.79985,-0.87852,-0.86344,-0.4172,-0.56802,-0.46659,-0.19311,-0.52274,-0.84237,-0.77899,-0.65585,-0.70074,-0.63212,-0.73018,-0.25966
52,3,x5,5,-0.99994,-0.84726,-0.68713,-0.82202,-0.24449,-0.60372,-0.32888,-0.41256,-0.2261,-0.71946,-0.90996,-0.48257,-0.89343,-0.80102,-0.83093,-0.80838,-0.41786,-0.7201,-0.64734,-0.4854,-0.99994,-0.96555,-0.95368,-0.89813,-0.79919,-0.87254,-0.87836,-0.55029,-0.78178,-0.87261,-0.68372,-0.58842,-0.48375,-0.23572,-0.5874,-0.27554,-0.40747,-0.1904,-0.3299,-0.30552,-0.99999,-0.95931,-0.97704,-0.94184,-0.70373,-0.72966,-0.43019,-0.33213,-0.53297,-0.64587,-0.88013,0.60776,-0.6714,-0.92518,-0.97341,-0.97389,-0.89909,-0.63898,-0.86791,-0.68375
53,3,x5,6,-0.97311,-0.9125,-0.80806,-0.87361,-0.6738,-0.70139,-0.31492,0.32581,0.21971,-0.063828,-0.89286,-0.64082,-0.6683,-0.79629,-0.75388,-0.6269,-0.83115,-0.70443,-0.68626,-0.24076,-0.97311,-0.9975,-0.86407,-0.94257,-0.90062,-0.88638,-0.88455,-0.8846,-0.90439,-0.86062,-0.83168,-0.8452,-0.8906,-0.48415,-0.83503,-0.67743,-0.73348,-0.7436,-0.76647,-0.41688,-0.99428,-0.98763,-0.93503,-0.97931,-0.96337,-0.79462,-0.89017,-0.91337,-0.82176,-0.9203,-0.87744,-0.94731,-0.83409,-0.82488,-0.96527,-0.68167,-0.9391,-0.96714,-0.84475,-0.71089
54,3,x5,7,-0.996,-0.9279,-0.89045,-0.81183,-0.7802,-0.91926,-0.0354,-0.49801,-0.53668,-0.82615,-0.81647,0.31576,-0.86286,-0.69511,-0.60049,-0.53526,-0.52983,-0.80609,-0.040182,0.7721,-0.996,-0.70547,-0.79583,-0.87832,-0.72842,-0.82062,-0.8092,-0.77451,-0.8981,-0.82882,-0.80916,-0.83961,-0.84464,-0.87343,-0.8539,-0.75521,-0.84044,-0.81687,-0.91659,-0.74908,-0.9993,-0.99709,-0.87855,-0.99679,-0.99293,-0.84221,-0.94648,-0.97707,-0.92965,-0.58588,-0.71911,-0.95042,-0.40146,-0.72059,-0.80887,-0.54758,-0.89589,-0.94626,-0.78394,-0.89009
55,3,x5,8,-0.66638,-0.21141,-0.020446,-0.79959,-0.87039,-0.96776,-0.80304,-0.56855,-0.64399,-0.62032,-0.88536,-0.050731,-0.47316,-0.76697,-0.29297,-0.70348,-0.093254,-0.40828,0.21998,0.44605,-0.66638,-0.93071,-0.92894,-0.88862,-0.87199,-0.91247,-0.87627,-0.71993,-0.82381,-0.88548,-0.83788,-0.5632,-0.7065,-0.59117,-0.51025,-0.27496,-0.60018,-0.73046,-0.44632,-0.63102,-0.99748,-0.98621,-0.95727,-0.98254,-0.96914,-0.91628,-0.96861,-0.53276,-0.97707,-0.99065,-0.52561,-0.95864,-0.94316,-0.87713,-0.96415,-0.2699,-0.90972,-0.76993,-0.91054,0.14463
56,3,x5,9,-0.89429,-0.12564,0.5521,-0.50144,0.024093,0.17655,0.52636,0.47741,0.44374,0.78349,-0.23478,-0.033663,-0.49591,-0.42064,1,-0.45915,0.14797,-0.50416,0.24027,0.033434,-0.89429,-0.94557,-0.91042,-0.98177,-0.82454,-0.81156,-0.95488,-0.82556,-0.8948,-0.83699,-0.80097,-0.89947,-0.90909,-0.9043,-0.90439,-0.87303,-0.87952,-0.49814,-0.78883,-0.69233,-0.91321,-0.72548,0.023623,-0.94372,-0.57399,1,0.46884,1,0.43558,0.21815,0.68483,0.4324,0.13894,0.90345,-0.71525,-0.24079,-0.65202,0.43308,-0.01836,0.15797
57,3,x5,10,1,0.86613,-0.15337,1,0.64717,-0.32909,1,0.072908,0.98982,0.20265,-0.23632,0.42425,0.063052,-0.57386,-0.10615,-0.13453,0.47307,-0.33651,-0.038253,-0.52163,1,-0.82181,-0.96875,-0.8728,-0.68195,-0.78043,-0.78416,-0.73772,-0.89497,-0.68592,-0.64585,-0.65166,-0.85203,-0.75066,-0.73197,-0.90937,-0.83274,-0.88966,-0.7603,-0.88077,-0.6346,-0.93931,-0.81455,-0.8085,-0.76104,-0.72335,0.48126,-0.7446,0.57363,0.40753,0.10577,0.43927,-0.61471,-0.13984,-0.0013165,-0.41554,-0.78771,-0.51762,-0.49177,-0.16703
58,3,x5,11,-0.99823,-0.44174,-0.263,-0.36554,-0.62309,-0.71138,-0.0064425,-0.24535,-0.62559,-0.53667,-0.53166,0.63794,1,-0.43181,-0.14352,1,0.32226,1,0.55467,0.19045,-0.99823,-0.95301,0.56712,0.094787,0.76735,0.15549,-0.93401,-0.92437,-0.95545,-0.78071,-0.76837,-0.86568,-0.84475,-0.78218,-0.8458,-0.82537,-0.91246,-0.88146,-0.54431,-0.69346,-0.98417,-0.50659,0.28317,-0.21107,0.16365,-0.25541,-0.26804,0.18059,0.86997,-0.24316,0.10216,0.018474,0.20266,0.65854,-0.68901,0.91008,-0.46782,-0.21717,-0.23728,-0.3625
59,3,x5,12,-0.48681,-0.68934,-0.6194,-0.86849,-0.82066,-0.89338,0.035018,0.11531,0.30923,-0.71146,-0.90606,-0.37152,-0.76529,-0.72039,-0.63987,-0.75113,-0.43819,-0.55013,-0.5015,-0.10402,-0.48681,-0.96645,-0.97753,-0.96626,-0.98364,-0.99048,-0.90827,-0.90149,-0.82302,-0.89275,-0.93534,-0.8973,-0.93015,-0.94814,-0.90638,-0.87154,-0.88487,-0.83745,-0.83497,-0.92188,-0.827,-0.98757,-0.95601,-0.987,-0.93194,-0.91532,-0.92778,-0.83675,-0.88805,-0.60894,-0.83236,-0.84657,-0.89872,-0.78677,-0.65849,-0.41478,-0.89597,-0.18623,-0.49718,-0.53632
60,3,x5,13,-0.81331,-0.41179,-0.37592,-0.52299,-0.028271,-0.30504,-0.36663,-0.60321,0.77986,-0.2168,-0.83423,-0.27004,-0.3354,-0.84655,-0.7345,-0.73455,-0.30066,-0.59244,-0.61715,-0.025999,-0.81331,-0.88743,-0.68868,-0.95441,-0.62711,-0.88221,-0.75207,-0.35709,-0.70003,-0.56836,-0.47457,-0.61835,-0.87129,-0.89678,-0.71978,-0.87243,-0.80804,-0.95149,-0.91077,-0.87452,-0.99782,-0.99529,-0.99869,-0.8793,1,-0.72664,-0.94177,-0.64363,-0.81883,-0.73442,-0.77978,-0.54912,-0.79477,-0.855,-0.9162,-0.91676,-0.87541,-0.50697,-0.70758,-0.18554
61,3,x5,14,-0.99919,-0.80472,-0.72336,-0.75783,-0.70666,-0.6188,-0.24051,-0.40872,-0.43829,-0.43294,-0.94132,-0.34866,-0.50911,-0.79833,-0.87611,-0.70347,-0.76542,-0.63357,-0.65636,-0.26315,-0.99919,-0.99873,-0.79298,-0.50663,-0.87442,-0.47841,-0.76727,-0.33177,-0.92268,-0.12627,-0.59912,-0.84441,-0.49393,-0.4552,-0.89073,-0.47444,-0.26773,-0.83225,-0.33528,-0.8671,-0.99998,-0.89914,-0.77699,-0.96078,-0.24028,-0.45023,-0.54418,-0.86613,-0.34995,-0.42193,-0.65928,-0.75878,-0.94221,-0.90562,-0.78623,-0.64157,-0.87493,-0.71975,-0.69794,-0.80632
62,3,x5,15,-0.88737,-0.67481,-0.87181,-0.64558,-0.46573,-0.66742,-0.46779,-0.55795,-0.2074,-0.78375,-0.92696,-0.41163,-0.75234,-0.7895,-0.69713,-0.38964,-0.19377,-0.25351,-0.55857,-0.18127,-0.88737,-0.98102,-0.97718,-0.99175,-0.98945,-0.99079,-0.8161,-0.973,-0.83644,-0.4231,-0.77241,-0.77356,-0.93203,0.1466,-0.90243,-0.41063,-0.34519,-0.09922,-0.66371,-0.6286,-0.95054,-0.94407,-0.89531,-0.94518,-0.86867,-0.95111,-0.95102,-0.94277,-0.83015,-0.61941,-0.67822,-0.66518,-0.84737,-0.1537,-0.80149,-0.7615,-0.85888,-0.81012,-0.24884,0.18687
63,3,x5,16,-0.51161,-0.046268,-0.38425,-0.67463,-0.58832,-0.70067,-0.46069,-0.16916,-0.27389,-0.49245,-0.79947,-0.25551,-0.54731,-0.74014,-0.59702,-0.55198,-0.72868,-0.65892,-0.75876,-0.60668,-0.51161,-0.90748,0.75884,-0.36608,1,0.34076,0.3588,-0.84219,-0.056447,-0.88306,-0.48295,0.20409,-0.81608,-0.92506,-0.50481,-0.78929,-0.85859,-0.80878,-0.77685,-0.6276,0.66367,-0.50015,-0.83773,-0.90467,-0.53465,-0.45276,-0.50173,-0.5382,-0.43721,0.30868,-0.56033,0.071317,-0.1724,-0.3791,-0.58462,0.45501,-0.53598,-0.73149,-0.40024,-0.27066
